payment_id,invoice_id,customer_id,amount,payment_method,payment_date,status,transaction_ref,processor_fee,net_amount
PAY-98442,INV-00404,363,308.84,credit_card,2024-03-08T12:05:10-05:00,completed,72a1ab08-75d3-4648-8238-d718d50c5a6e,8.96,299.88
PAY-98443,INV-01089,314,909.39,ach,2024-03-17T04:42:39-04:00,completed,fd3332fa-96e6-48db-bb5f-79d1bb7db8ee,4.55,904.84
PAY-98444,INV-00602,397,140.89,credit_card,2024-03-26T18:56:17-04:00,completed,adfb8531-8825-4e9f-90c2-cb0d0a98432f,4.09,136.8
PAY-98445,INV-01115,496,39.99,credit_card,2024-03-31T05:00:35-04:00,completed,TXN-QDVXCCPWUJ,1.16,38.83
PAY-98446,INV-00416,459,41.68,credit_card,2024-03-19T05:52:58-04:00,completed,TXN-YZWOGHHAOW,1.21,40.47
PAY-98447,INV-00991,C390,424.33,check,2024-02-29T22:19:31-05:00,failed,d2b72a87-ddad-4b9b-ae02-a5507ca73ec7,0.0,424.33
PAY-98448,INV-00551,274,44.55,wire,2024-03-17T13:57:52-04:00,completed,649f7c6c-846a-4089-aeeb-b4cee4416a8b,0.04,44.51
PAY-98449,INV-00146,018,150.71,credit_card,2024-03-26T03:41:10-04:00,failed,4d89c5de-0d03-4257-a209-cc829d338ec5,0.0,150.71
PAY-98450,INV-00147,061,44.62,check,2024-03-21T08:36:05-04:00,failed,97ca814b-990d-41c6-aa66-46f203877bca,0.0,44.62
PAY-98451,INV-00747,304,133.75,ach,2024-03-15T08:23:30-04:00,completed,b73ab933-8aca-41d7-8d81-8e8f832dfa01,0.67,133.08
PAY-98452,INV-00244,317,348.82,check,2024-03-10T21:12:26-04:00,completed,9a790df2-faca-4a20-adfe-cde1a6d09618,0.0,348.82
PAY-98453,INV-01102,C329,951.09,ach,2024-03-09T08:52:45-05:00,failed,df26a526-a5f4-4f0f-9f68-7b1227d707e7,0.0,951.09
PAY-98454,INV-00138,247,401.29,ach,2024-03-24T08:13:36-04:00,failed,TXN-OTQGBIDSXT,0.0,401.29
PAY-98455,INV-01399,204,312.93,ach,2024-03-27T17:35:01-04:00,completed,TXN-IFMNZFWAWM,1.56,311.37
PAY-98456,INV-01094,078,139.16,check,2024-03-14T03:12:36-04:00,completed,TXN-XJXEQUNYOO,0.0,139.16
PAY-98457,INV-00329,004,43.68,ach,2024-03-10T10:40:27-04:00,failed,TXN-OETCHVTZAQ,0.0,43.68
PAY-98458,INV-00318,319,144.68,ach,2024-03-17T01:59:55-04:00,completed,093a96f0-827d-4d30-931c-80e292714da3,0.72,143.96
PAY-98459,INV-01294,362,406.89,credit_card,2024-03-11T04:49:36-04:00,completed,TXN-EXGKCWFHHY,11.8,395.09
PAY-98460,INV-00241,148,41.33,credit_card,2024-03-11T01:12:44-04:00,completed,21510cc3-f8d9-4a52-a4f1-593279619ffe,1.2,40.13
PAY-98461,INV-00865,141,325.58,ach,2024-03-24T22:35:54-04:00,failed,TXN-RLGITIFDCU,0.0,325.58
PAY-98462,INV-01399,204,319.24,credit_card,2024-03-04T16:38:28-05:00,refunded,TXN-FBZXSQQXGZ,0.0,319.24
PAY-98463,INV-00899,269,119.42,ach,2024-03-06T10:08:43-05:00,completed,ef0c6a4d-62cd-495e-a499-88056a4fe4e7,0.6,118.82
PAY-98464,INV-00869,005,50.64,wire,2024-03-18T02:07:44-04:00,completed,2a1a9945-b5d9-4415-a60f-16265d1aaa92,0.05,50.59
PAY-98465,INV-00546,C298,135.23,wire,2024-03-01T13:20:15-05:00,completed,TXN-NHUIBAMYUV,0.14,135.09
PAY-98466,INV-00725,044,142.27,wire,2024-03-04T17:51:14-05:00,completed,144dd5bf-9a65-4c9d-9202-7e29a5fc4bc0,0.14,142.13
PAY-98467,INV-00420,484,41.98,check,2024-03-04T15:18:46-05:00,completed,6c5bf6bc-dbcf-4664-bcd1-477c9c7c9f5d,0.0,41.98
PAY-98468,INV-39042,CUST-223,876.38,wire,2024-03-02T17:35:28-05:00,completed,6b7cbbba-db18-4e06-8c54-e1db6a9b6102,0.88,875.5
PAY-98469,INV-01208,264,127.1,credit_card,2024-03-17T20:35:09-04:00,completed,6817bd19-b4e5-47d8-94f6-087fc0ccc3ff,3.69,123.41
PAY-98470,INV-01142,495,48.89,check,2024-03-11T22:06:50-04:00,completed,2d72f280-aa99-4f63-9fca-630b3df38cb7,0.0,48.89
PAY-98471,INV-00909,322,42.46,credit_card,2024-03-03T08:32:17-05:00,failed,86627f5e-0e44-48b4-b08d-eb2f429cc412,0.0,42.46
PAY-98472,INV-00992,413,144.86,credit_card,2024-03-04T09:40:17-05:00,completed,TXN-RAJLQJDIGG,4.2,140.66
PAY-98473,INV-00792,145,409.1,ach,2024-03-29T09:57:03-04:00,completed,a77ac371-a089-457f-91d6-0ddf1554e2d8,2.05,407.05
PAY-98474,INV-00346,446,366.09,ach,2024-03-12T21:44:38-04:00,completed,52c6c05b-08ec-4596-9c5b-4d588c5d7941,1.83,364.26
PAY-98475,INV-99509,CUST-446,3967.17,credit_card,2024-03-27T21:20:13-04:00,completed,6378970f-130e-49e0-a7fe-951e6bcbd4f7,115.05,3852.12
PAY-98476,INV-00204,168,140.26,credit_card,2024-03-28T09:44:00-04:00,completed,328e17d9-6a8d-43ab-bb5d-fb99309f43e6,4.07,136.19
PAY-98477,INV-00185,379,326.19,ach,2024-03-21T05:57:55-04:00,completed,97aaccce-e97a-4463-98a5-448dff96dae1,1.63,324.56
PAY-98478,INV-00362,C398,242.33,ach,2024-03-15T17:53:48-04:00,completed,484736f6-8d26-4feb-9e66-1875888fc676,1.21,241.12
PAY-98479,INV-00889,095,148.09,ach,2024-03-07T21:53:07-05:00,completed,a109973d-ed1f-44e0-a847-9dc3dd064549,0.74,147.35
PAY-98480,INV-01381,026,131.89,ach,2024-03-06T12:58:52-05:00,failed,ea766b20-0fb9-4f18-b9d6-d0190f21237b,0.0,131.89
PAY-98481,INV-01316,273,46.36,wire,2024-03-16T08:10:14-04:00,completed,d7d04ec9-5697-4397-8400-92e16df58575,0.05,46.31
PAY-98482,INV-00743,148,38.4,check,2024-03-14T15:11:52-04:00,completed,1071722c-f39a-4025-a80f-c98c501925ca,0.0,38.4
PAY-98483,INV-00723,065,47.8,check,2024-03-02T10:07:40-05:00,completed,3771ee44-dc2b-4b03-a775-b8b3fb794fc2,0.0,47.8
PAY-98484,INV-01060,115,871.79,ach,2024-03-04T00:59:59-05:00,completed,TXN-MCFIFRQNON,4.36,867.43
PAY-98485,INV-00579,476,392.92,ach,2024-03-21T09:46:41-04:00,completed,817d591b-beef-492c-99ca-235c56aeaa2d,1.96,390.96
PAY-98486,INV-01362,222,369.25,wire,2024-03-19T22:18:28-04:00,failed,de6df06a-d550-4846-a6ea-ec77df3f5d3c,0.0,369.25
PAY-98487,INV-00516,299,43.97,credit_card,2024-03-31T16:34:46-04:00,completed,914eb0f8-26ba-4d44-a468-e403d75034fb,1.28,42.69
PAY-98488,INV-00649,C382,896.49,wire,2024-03-11T10:35:47-04:00,failed,TXN-PCOBQYRSVE,0.0,896.49
PAY-98489,INV-00243,053,117.17,check,2024-03-18T15:45:03-04:00,completed,TXN-HAINPUEBFT,0.0,117.17
PAY-98490,INV-01280,148,44.01,ach,2024-03-15T04:18:25-04:00,completed,9ed96ee5-26c3-4380-bcdf-bbfa65262587,0.22,43.79
PAY-98491,INV-00658,202,44.8,credit_card,2024-03-25T15:53:42-04:00,completed,d9790266-a16d-4b90-97df-6d40920d2e77,1.3,43.5
PAY-98492,INV-00625,067,152.21,check,2024-03-11T10:44:09-04:00,completed,5f8a2f77-bb66-4d5d-9690-af75b288ea96,0.0,152.21
PAY-98493,INV-01144,299,86.19,credit_card,2024-03-15T14:43:26-04:00,pending,TXN-AUTRXWMGZD,0.0,86.19
PAY-98494,INV-01320,184,133.82,wire,2024-03-04T23:11:48-05:00,completed,d7b34161-b07e-4e4b-a442-3e12fbd48baa,0.13,133.69
PAY-98495,INV-01378,269,127.7,ach,2024-03-26T06:04:50-04:00,completed,TXN-ORFYDHZIYN,0.64,127.06
PAY-98496,INV-00873,245,128.22,wire,2024-03-28T07:11:20-04:00,completed,243c8b38-9123-4533-ba45-f826c02e59d7,0.13,128.09
PAY-98497,INV-00820,365,349.16,check,2024-03-19T01:17:08-04:00,completed,6833461d-cf47-4ff7-ac0c-f881619462d3,0.0,349.16
PAY-98498,INV-00352,415,43.21,check,2024-03-25T11:38:52-04:00,completed,32ed1f4d-5130-44a8-be5b-6a7bd2beabb4,0.0,43.21
PAY-98499,INV-00862,C414,59.62,credit_card,2024-03-26T05:57:05-04:00,completed,TXN-WJGVAQXJDD,1.73,57.89
PAY-98500,INV-00502,339,384.57,wire,2024-03-10T18:01:14-04:00,completed,TXN-FTYVVTNZRB,0.38,384.19
PAY-98501,INV-00489,444,279.91,ach,2024-03-19T21:32:38-04:00,failed,1e3befa0-c72d-40fa-8d85-97d909c39c8f,0.0,279.91
PAY-98502,INV-01222,344,41.37,wire,2024-03-28T03:42:39-04:00,completed,b360afe8-0883-42bd-b681-d7ff3fd9c32b,0.04,41.33
PAY-98503,INV-01169,055,162.18,check,2024-03-25T17:16:14-04:00,completed,bc177267-fefa-4bb2-99ec-d30fd7919224,0.0,162.18
PAY-98504,INV-00529,C426,47.15,check,2024-03-28T06:16:43-04:00,completed,f99aefb0-ee7a-4cee-8ac6-eae12c10eace,0.0,47.15
PAY-98505,INV-00827,393,43.45,credit_card,2024-03-28T10:32:09-04:00,completed,TXN-ILSMNUSOWB,1.26,42.19
PAY-98506,INV-00637,336,194.7,wire,2024-03-30T03:53:45-04:00,failed,TXN-LZDJEJRBEK,0.0,194.7
PAY-98507,INV-00764,428,46.57,check,2024-03-04T21:00:49-05:00,completed,84e612cf-1bde-4604-9a60-064990ede7a0,0.0,46.57
PAY-98508,INV-01001,428,135.65,ach,2024-03-11T04:47:46-04:00,completed,faf6e8d2-508b-4721-a499-03232927bb5f,0.68,134.97
PAY-98509,INV-00301,278,92.8,ach,2024-03-09T01:30:56-05:00,failed,TXN-CBBWHXSHPR,0.0,92.8
PAY-98510,INV-00058,064,42.15,check,2024-03-06T06:12:49-05:00,completed,TXN-DZVEDMIJCR,0.0,42.15
PAY-98511,INV-01354,386,457.03,check,2024-03-10T15:09:48-04:00,completed,d044157e-b8be-4eb7-ad7a-eb88af37259f,0.0,457.03
PAY-98512,INV-01207,470,129.75,wire,2024-03-23T12:33:36-04:00,completed,d2c1c7cf-fb2a-47f7-82b4-864cf426eb85,0.13,129.62
PAY-98513,INV-01104,C181,47.82,wire,2024-03-18T01:49:57-04:00,completed,8b600b79-31a6-4958-987f-17738027bcae,0.05,47.77
PAY-98514,INV-00676,401,136.8,credit_card,2024-03-01T07:31:49-05:00,completed,261fd3f0-58b7-44ad-b085-5c323595e4e9,3.97,132.83
PAY-98515,INV-00885,026,138.13,wire,2024-03-06T12:03:18-05:00,completed,TXN-LYNUNDBUFO,0.14,137.99
PAY-98516,INV-00363,098,42.64,check,2024-03-28T16:40:57-04:00,completed,7d20f99d-945d-4722-bf33-f667d23a289e,0.0,42.64
PAY-98517,INV-00055,022,42.22,check,2024-03-05T10:11:48-05:00,pending,1b13d525-a8c5-4cb1-a637-f98ce82d9edf,0.0,42.22
PAY-98518,INV-00400,495,45.73,ach,2024-03-15T01:56:04-04:00,completed,TXN-ZWPDZKQDGS,0.23,45.5
PAY-98519,INV-00523,184,891.91,check,2024-03-05T22:47:00-05:00,completed,74da19bd-eb70-4787-bfaa-fd2c74e8b393,0.0,891.91
PAY-98520,INV-00886,100,429.88,wire,2024-03-25T19:54:41-04:00,completed,3b4e488e-5f51-433f-8af5-5c0186df9077,0.43,429.45
PAY-98521,INV-01202,331,49.65,check,2024-03-19T15:37:58-04:00,completed,e8a161ed-c771-4da3-92ab-241fd8dcfe94,0.0,49.65
PAY-98522,INV-01315,C050,262.48,wire,2024-03-20T03:10:06-04:00,completed,74d397a8-5a67-4e2f-8f50-298964e76899,0.26,262.22
PAY-98523,INV-00401,497,41.25,credit_card,2024-03-18T08:52:21-04:00,completed,TXN-EEBIZPCCKG,1.2,40.05
PAY-98524,INV-00571,307,49.82,ach,2024-03-24T15:41:54-04:00,completed,b5806137-fa6c-4f51-81d4-6b6b19ef496e,0.25,49.57
PAY-98525,INV-00028,320,46.48,check,2024-03-01T03:49:20-05:00,completed,b09bdf15-244b-457e-bffd-bab5f001b7c9,0.0,46.48
PAY-98526,INV-00580,444,253.94,wire,2024-03-17T20:46:05-04:00,completed,TXN-DRXBYXVQML,0.25,253.69
PAY-98527,INV-00341,403,42.57,credit_card,2024-03-19T09:33:18-04:00,completed,9e09397d-07ef-4d24-8335-eda78dba6070,1.23,41.34
PAY-98528,INV-00312,403,413.55,credit_card,2024-03-22T12:07:48-04:00,completed,85070e80-6c63-4950-8a9b-4ff555173616,11.99,401.56
PAY-98529,INV-00912,304,45.04,ach,2024-03-08T13:35:21-05:00,completed,5735272c-7159-497a-bc53-fd5bc593b7eb,0.23,44.81
PAY-98530,INV-01194,040,391.39,credit_card,2024-03-05T17:47:57-05:00,completed,f2aaa204-d608-4be0-a59d-c01c2b9e2bcf,11.35,380.04
PAY-98531,INV-01178,C120,394.02,ach,2024-03-11T15:27:17-04:00,completed,dfb36ba5-1c9d-4700-b30a-88803f87bfa5,1.97,392.05
PAY-98532,INV-00848,365,1017.37,ach,2024-03-14T17:34:59-04:00,completed,5e45432e-170d-4170-a7cf-a483b6a7cd59,5.09,1012.28
PAY-98533,INV-00867,C043,144.81,check,2024-03-02T22:26:55-05:00,completed,TXN-NQYIHEJMXX,0.0,144.81
PAY-98534,INV-01003,253,397.19,wire,2024-03-20T10:02:19-04:00,completed,b0b35642-63b4-40b7-8d98-75aab2089d48,0.4,396.79
PAY-98535,INV-01210,021,195.44,credit_card,2024-03-11T22:14:22-04:00,completed,82cff5a7-cfe0-493c-bbc5-c071feffc6b2,5.67,189.77
PAY-98536,INV-01247,274,140.77,credit_card,2024-03-30T14:42:36-04:00,pending,a3e0debb-8771-4c75-8664-e754828ac4ec,0.0,140.77
PAY-98537,INV-00827,393,40.22,credit_card,2024-03-15T08:33:18-04:00,completed,b511b38d-7e4e-46c7-a1d9-be16ad7fd185,1.17,39.05
PAY-98538,INV-00499,184,116.08,ach,2024-03-05T15:06:45-05:00,completed,TXN-PEVOZGTHWJ,0.58,115.5
PAY-98539,INV-00527,258,426.12,ach,2024-03-02T11:46:37-05:00,completed,ac242e54-d875-4f35-9331-9aab4d9bf83c,2.13,423.99
PAY-98540,INV-00629,330,40.44,credit_card,2024-03-19T18:23:51-04:00,completed,TXN-DQYBMSSASM,1.17,39.27
PAY-98541,INV-00025,083,134.8,ach,2024-03-22T22:04:19-04:00,refunded,4887236a-a01d-4154-88b9-53e5cd80749a,0.0,134.8
PAY-98542,INV-00761,C278,130.11,credit_card,2024-03-14T06:21:14-04:00,completed,5623d629-dd07-4052-a2bc-79fc502cd119,3.77,126.34
PAY-98543,INV-00866,C308,116.67,wire,2024-03-28T02:00:56-04:00,failed,d8ae8b1a-1dd1-4e52-8ccb-e96392425eb8,0.0,116.67
PAY-98544,INV-00957,317,48.97,check,2024-03-15T06:05:18-04:00,completed,1dec2b56-73ec-4a30-be0a-1dfa398be97f,0.0,48.97
PAY-98545,INV-00439,048,856.81,credit_card,2024-03-10T01:49:22-05:00,completed,229150f0-ba32-42b6-8018-6dd77accad31,24.85,831.96
PAY-98546,INV-00105,018,149.11,check,2024-03-06T06:59:04-05:00,completed,61f708f7-ab38-4d0c-8025-3e3c1b376648,0.0,149.11
PAY-98547,INV-01157,C152,336.62,ach,2024-03-07T06:21:51-05:00,completed,b83e9ff1-fb06-48ab-aa13-42d84d8164a9,1.68,334.94
PAY-98548,INV-00028,320,44.84,check,2024-03-27T16:17:26-04:00,failed,5b44e6ea-d3a5-44bd-a2ea-841a086e9427,0.0,44.84
PAY-98549,INV-00110,046,420.27,check,2024-03-05T19:40:36-05:00,completed,c08e985d-6ad0-4fc3-a121-28dd91986e95,0.0,420.27
PAY-98550,INV-01139,105,930.12,credit_card,2024-03-10T10:17:15-04:00,completed,d07d8cec-62f5-4f54-b4f1-e0aa83b3e851,26.97,903.15
