invoice_id,customer_id,subscription_id,invoice_date,due_date,amount,currency,status,line_items_count,tax_amount,total_amount,period_start,period_end,created_at
INV-00066,119,SUB-0566,2024-03-01,2024-03-31,149.32,USD,pending,3,12.26,161.58,2024-03-01,2024-03-31,2024-03-01
INV-00067,086,SUB-0704,2024-03-01,2024-03-31,383.07,USD,paid,2,16.8,399.87,2024-03-01,2024-03-31,2024-03-01
INV-00068,461,SUB-0733,2024-03-01,2024-03-31,0.0,USD,paid,5,0.0,0.0,2024-03-01,2024-03-31,2024-03-01
INV-00069,390,SUB-0602,2024-03-01,2024-03-31,-151.41,USD,paid,6,0.0,-151.41,2024-03-01,2024-03-31,2024-03-01
INV-00070,390,SUB-0210,2024-03-01,2024-03-31,154.57,USD,paid,3,8.0,162.57,2024-03-01,2024-03-31,2024-03-01
INV-00071,403,SUB-0092,2024-03-01,2024-03-31,146.57,USD,paid,6,8.29,154.86,2024-03-01,2024-03-31,2024-03-01
INV-00072,231,SUB-0647,2024-03-01,2024-03-31,52.13,USD,paid,6,2.25,54.38,2024-03-01,2024-03-31,2024-03-01
INV-00073,060,SUB-0313,2024-03-01,2024-03-31,410.13,USD,paid,7,27.71,437.84,2024-03-01,2024-03-31,2024-03-01
INV-00074,468,SUB-0409,2024-03-01,2024-03-31,161.19,USD,paid,6,10.81,172.0,2024-03-01,2024-03-31,2024-03-01
INV-00075,007,SUB-0790,2024-03-01,2024-03-31,134.57,USD,paid,7,1.7,136.27,2024-03-01,2024-03-31,2024-03-01
INV-00076,192,SUB-0758,2024-03-01,2024-03-31,0.0,USD,pending,2,0.0,0.0,2024-03-01,2024-03-31,2024-03-01
INV-00077,280,SUB-0134,2024-03-01,2024-03-31,159.03,USD,pending,4,15.32,174.35,2024-03-01,2024-03-31,2024-03-01
INV-00078,485,SUB-0355,2024-03-01,2024-03-31,144.61,USD,paid,5,2.51,147.12,2024-03-01,2024-03-31,2024-03-01
INV-00079,370,SUB-0739,2024-03-01,2024-03-31,0.0,USD,pending,2,0.0,0.0,2024-03-01,2024-03-31,2024-03-01
INV-00080,062,SUB-0783,2024-03-01,2024-03-31,0.0,USD,paid,3,0.0,0.0,2024-03-01,2024-03-31,2024-03-01
INV-00081,071,SUB-0241,2024-03-01,2024-03-31,407.8,USD,paid,7,36.67,444.47,2024-03-01,2024-03-31,2024-03-01
INV-00082,461,SUB-0733,2024-03-01,2024-03-31,-80.48,USD,paid,5,0.0,-80.48,2024-03-01,2024-03-31,2024-03-01
INV-00083,209,SUB-0425,2024-03-01,2024-03-31,396.88,USD,paid,7,18.6,415.48,2024-03-01,2024-03-31,2024-03-01
INV-00084,250,SUB-0405,2024-03-01,2024-03-31,46.92,USD,paid,2,2.93,49.85,2024-03-01,2024-03-31,2024-03-01
INV-00085,478,SUB-0448,2024-03-01,2024-03-31,152.43,USD,paid,4,11.73,164.16,2024-03-01,2024-03-31,2024-03-01
INV-00086,343,SUB-0636,2024-03-01,2024-03-31,135.35,USD,paid,1,0.62,135.97,2024-03-01,2024-03-31,2024-03-01
INV-00087,481,SUB-0451,2024-03-01,2024-03-31,52.29,USD,overdue,1,2.51,54.8,2024-03-01,2024-03-31,2024-03-01
INV-00088,253,SUB-0159,2024-03-01,2024-03-31,135.04,USD,paid,2,12.58,147.62,2024-03-01,2024-03-31,2024-03-01
INV-00089,500,SUB-0401,2024-03-01,2024-03-31,385.28,USD,paid,5,9.13,394.41,2024-03-01,2024-03-31,2024-03-01
INV-00090,141,SUB-0314,2024-03-01,2024-03-31,1070.62,USD,paid,2,24.7,1095.32,2024-03-01,2024-03-31,2024-03-01
INV-00091,231,SUB-0647,2024-03-01,2024-03-31,52.13,USD,paid,7,4.51,56.64,2024-03-01,2024-03-31,2024-03-01
INV-00092,317,SUB-0658,2024-03-01,2024-03-31,50.53,USD,paid,1,0.77,51.3,2024-03-01,2024-03-31,2024-03-01
INV-00093,043,SUB-0809,2024-03-01,2024-03-31,152.06,USD,paid,2,4.42,156.48,2024-03-01,2024-03-31,2024-03-01
INV-00094,138,SUB-0281,2024-03-01,2024-03-31,0.0,USD,overdue,3,0.0,0.0,2024-03-01,2024-03-31,2024-03-01
INV-00095,043,SUB-0007,2024-03-01,2024-03-31,46.84,USD,paid,1,1.48,48.32,2024-03-01,2024-03-31,2024-03-01
INV-00096,401,SUB-0686,2024-03-01,2024-03-31,411.8,USD,paid,1,35.22,447.02,2024-03-01,2024-03-31,2024-03-01
INV-00097,165,SUB-0646,2024-03-01,2024-03-31,49.2,USD,paid,5,1.55,50.75,2024-03-01,2024-03-31,2024-03-01
INV-00098,097,SUB-0523,2024-03-01,2024-03-31,134.16,USD,paid,6,6.7,140.86,2024-03-01,2024-03-31,2024-03-01
INV-00099,434,SUB-0492,2024-03-01,2024-03-31,1031.38,USD,paid,6,70.99,1102.37,2024-03-01,2024-03-31,2024-03-01
INV-00100,026,SUB-0699,2024-03-01,2024-03-31,427.42,USD,paid,6,0.13,427.55,2024-03-01,2024-03-31,2024-03-01
INV-00101,469,SUB-0754,2024-03-01,2024-03-31,52.47,USD,paid,6,0.84,53.31,2024-03-01,2024-03-31,2024-03-01
INV-00102,399,SUB-0105,2024-03-01,2024-03-31,148.62,USD,paid,3,4.78,153.4,2024-03-01,2024-03-31,2024-03-01
INV-00103,251,SUB-0406,2024-03-01,2024-03-31,50.17,USD,overdue,5,4.97,55.14,2024-03-01,2024-03-31,2024-03-01
INV-00104,156,SUB-0400,2024-03-01,2024-03-31,429.24,USD,paid,4,14.66,443.9,2024-03-01,2024-03-31,2024-03-01
INV-00105,018,SUB-0147,2024-03-01,2024-03-31,154.31,USD,pending,5,15.13,169.44,2024-03-01,2024-03-31,2024-03-01
INV-00106,373,SUB-0062,2024-03-01,2024-03-31,50.94,USD,paid,5,2.68,53.62,2024-03-01,2024-03-31,2024-03-01
INV-00107,283,SUB-0079,2024-03-01,2024-03-31,136.1,USD,paid,4,12.42,148.52,2024-03-01,2024-03-31,2024-03-01
INV-00108,259,SUB-0717,2024-03-01,2024-03-31,46.79,USD,overdue,7,3.24,50.03,2024-03-01,2024-03-31,2024-03-01
INV-00109,388,SUB-0734,2024-03-01,2024-03-31,410.06,USD,paid,6,30.03,440.09,2024-03-01,2024-03-31,2024-03-01
INV-00110,046,SUB-0172,2024-03-01,2024-03-31,438.35,USD,paid,6,15.21,453.56,2024-03-01,2024-03-31,2024-03-01
INV-00111,202,SUB-0027,2024-03-01,2024-03-31,52.37,USD,paid,7,3.02,55.39,2024-03-01,2024-03-31,2024-03-01
INV-00112,089,SUB-0230,2024-03-01,2024-03-31,411.84,USD,pending,6,28.65,440.49,2024-03-01,2024-03-31,2024-03-01
INV-00113,480,SUB-0683,2024-03-01,2024-03-31,1074.51,USD,paid,5,86.27,1160.78,2024-03-01,2024-03-31,2024-03-01
INV-00114,224,SUB-0186,2024-03-01,2024-03-31,145.66,USD,paid,6,4.04,149.7,2024-03-01,2024-03-31,2024-03-01
INV-00115,300,SUB-0531,2024-03-01,2024-03-31,52.07,USD,pending,3,1.38,53.45,2024-03-01,2024-03-31,2024-03-01
INV-00116,463,SUB-0586,2024-03-01,2024-03-31,958.05,USD,paid,6,4.4,962.45,2024-03-01,2024-03-31,2024-03-01
INV-00117,361,SUB-0727,2024-03-01,2024-03-31,143.98,USD,paid,1,1.99,145.97,2024-03-01,2024-03-31,2024-03-01
INV-00118,317,SUB-0458,2024-03-01,2024-03-31,378.82,USD,paid,6,5.2,384.02,2024-03-01,2024-03-31,2024-03-01
INV-00119,438,SUB-0396,2024-03-01,2024-03-31,49.56,USD,paid,4,2.45,52.01,2024-03-01,2024-03-31,2024-03-01
INV-00120,481,SUB-0649,2024-03-01,2024-03-31,424.87,USD,paid,5,11.74,436.61,2024-03-01,2024-03-31,2024-03-01
INV-00121,190,SUB-0379,2024-03-01,2024-03-31,427.34,USD,paid,5,5.47,432.81,2024-03-01,2024-03-31,2024-03-01
INV-00122,217,SUB-0005,2024-03-01,2024-03-31,1084.94,USD,paid,1,99.04,1183.98,2024-03-01,2024-03-31,2024-03-01
INV-00123,480,SUB-0195,2024-03-01,2024-03-31,0.0,USD,paid,5,0.0,0.0,2024-03-01,2024-03-31,2024-03-01
INV-00124,362,SUB-0816,2024-03-01,2024-03-31,45.29,USD,paid,5,3.72,49.01,2024-03-01,2024-03-31,2024-03-01
INV-00125,434,SUB-0504,2024-03-01,2024-03-31,151.02,USD,paid,2,3.06,154.08,2024-03-01,2024-03-31,2024-03-01
INV-00126,161,SUB-0595,2024-03-01,2024-03-31,-1024.34,USD,paid,3,0.0,-1024.34,2024-03-01,2024-03-31,2024-03-01
INV-00127,484,SUB-0064,2024-03-01,2024-03-31,49.08,USD,paid,7,1.76,50.84,2024-03-01,2024-03-31,2024-03-01
INV-00128,157,SUB-0088,2024-03-01,2024-03-31,46.4,USD,paid,7,0.53,46.93,2024-03-01,2024-03-31,2024-03-01
INV-00129,217,SUB-0473,2024-03-01,2024-03-31,106.59,USD,pending,4,9.95,116.54,2024-03-01,2024-03-31,2024-03-01
INV-00130,204,SUB-0687,2024-03-01,2024-03-31,370.99,USD,paid,1,5.42,376.41,2024-03-01,2024-03-31,2024-03-01
INV-00131,119,SUB-0327,2024-03-01,2024-03-31,50.96,USD,paid,7,1.16,52.12,2024-03-01,2024-03-31,2024-03-01
INV-00132,083,SUB-0041,2024-03-01,2024-03-31,380.12,USD,overdue,5,15.22,395.34,2024-03-01,2024-03-31,2024-03-01
INV-00133,388,SUB-0734,2024-03-01,2024-03-31,410.06,USD,pending,7,38.09,448.15,2024-03-01,2024-03-31,2024-03-01
INV-00134,298,SUB-0520,2024-03-01,2024-03-31,141.77,USD,paid,5,6.83,148.6,2024-03-01,2024-03-31,2024-03-01
INV-00135,172,SUB-0811,2024-03-01,2024-03-31,1098.84,USD,paid,3,16.71,1115.55,2024-03-01,2024-03-31,2024-03-01
INV-00136,004,SUB-0465,2024-03-01,2024-03-31,47.49,USD,pending,1,3.89,51.38,2024-03-01,2024-03-31,2024-03-01
INV-00137,119,SUB-0510,2024-03-01,2024-03-31,48.15,USD,paid,7,4.28,52.43,2024-03-01,2024-03-31,2024-03-01
INV-00138,247,SUB-0718,2024-03-01,2024-03-31,411.81,USD,paid,6,37.58,449.39,2024-03-01,2024-03-31,2024-03-01
INV-00139,189,SUB-0770,2024-03-01,2024-03-31,0.0,USD,paid,1,0.0,0.0,2024-03-01,2024-03-31,2024-03-01
INV-00140,191,SUB-0188,2024-03-01,2024-03-31,50.4,USD,paid,4,1.83,52.23,2024-03-01,2024-03-31,2024-03-01
INV-00141,421,SUB-0513,2024-03-01,2024-03-31,102.02,USD,paid,6,0.17,102.19,2024-03-01,2024-03-31,2024-03-01
INV-00142,458,SUB-0529,2024-03-01,2024-03-31,139.83,USD,paid,3,5.03,144.86,2024-03-01,2024-03-31,2024-03-01
INV-00143,163,SUB-0066,2024-03-01,2024-03-31,160.0,USD,pending,3,6.53,166.53,2024-03-01,2024-03-31,2024-03-01
INV-00144,392,SUB-0690,2024-03-01,2024-03-31,153.72,USD,paid,3,1.43,155.15,2024-03-01,2024-03-31,2024-03-01
INV-00145,225,SUB-0214,2024-03-01,2024-03-31,1098.55,USD,paid,6,52.52,1151.07,2024-03-01,2024-03-31,2024-03-01
INV-00146,018,SUB-0147,2024-03-01,2024-03-31,154.31,USD,pending,3,14.5,168.81,2024-03-01,2024-03-31,2024-03-01
INV-00147,061,SUB-0784,2024-03-01,2024-03-31,47.2,USD,paid,6,1.07,48.27,2024-03-01,2024-03-31,2024-03-01
INV-00148,464,SUB-0024,2024-03-01,2024-03-31,-111.96,USD,paid,2,0.0,-111.96,2024-03-01,2024-03-31,2024-03-01
INV-00149,011,SUB-0300,2024-03-01,2024-03-31,46.63,USD,paid,6,1.54,48.17,2024-03-01,2024-03-31,2024-03-01
INV-00150,219,SUB-0082,2024-03-01,2024-03-31,52.2,USD,paid,5,0.72,52.92,2024-03-01,2024-03-31,2024-03-01
INV-00151,202,SUB-0027,2024-03-01,2024-03-31,52.37,USD,paid,6,1.45,53.82,2024-03-01,2024-03-31,2024-03-01
INV-00152,361,SUB-0225,2024-03-01,2024-03-31,908.22,USD,paid,2,27.6,935.82,2024-03-01,2024-03-31,2024-03-01
INV-00153,048,SUB-0010,2024-03-01,2024-03-31,935.33,USD,paid,7,73.04,1008.37,2024-03-01,2024-03-31,2024-03-01
INV-00154,470,SUB-0181,2024-03-01,2024-03-31,142.6,USD,paid,2,4.97,147.57,2024-03-01,2024-03-31,2024-03-01
INV-00155,322,SUB-0026,2024-03-01,2024-03-31,384.2,USD,paid,6,38.11,422.31,2024-03-01,2024-03-31,2024-03-01
INV-00156,464,SUB-0499,2024-03-01,2024-03-31,45.6,USD,pending,1,3.05,48.65,2024-03-01,2024-03-31,2024-03-01
INV-00157,362,SUB-0681,2024-03-01,2024-03-31,49.66,USD,paid,4,2.43,52.09,2024-03-01,2024-03-31,2024-03-01
INV-00158,362,SUB-0461,2024-03-01,2024-03-31,429.28,USD,paid,1,15.6,444.88,2024-03-01,2024-03-31,2024-03-01
INV-00159,330,SUB-0316,2024-03-01,2024-03-31,47.35,USD,overdue,4,2.61,49.96,2024-03-01,2024-03-31,2024-03-01
INV-00160,424,SUB-0775,2024-03-01,2024-03-31,149.22,USD,paid,1,5.77,154.99,2024-03-01,2024-03-31,2024-03-01
INV-00161,391,SUB-0025,2024-03-01,2024-03-31,163.63,USD,paid,2,0.92,164.55,2024-03-01,2024-03-31,2024-03-01
INV-00162,033,SUB-0279,2024-03-01,2024-03-31,45.48,USD,disputed,3,1.83,47.31,2024-03-01,2024-03-31,2024-03-01
INV-00163,468,SUB-0680,2024-03-01,2024-03-31,52.94,USD,paid,3,1.72,54.66,2024-03-01,2024-03-31,2024-03-01
INV-00164,145,SUB-0096,2024-03-01,2024-03-31,141.18,USD,paid,6,9.77,150.95,2024-03-01,2024-03-31,2024-03-01
INV-00165,052,SUB-0258,2024-03-01,2024-03-31,51.71,USD,pending,1,4.82,56.53,2024-03-01,2024-03-31,2024-03-01
INV-00166,079,SUB-0807,2024-03-01,2024-03-31,0.0,USD,paid,3,0.0,0.0,2024-03-01,2024-03-31,2024-03-01
INV-00167,328,SUB-0123,2024-03-01,2024-03-31,45.5,USD,paid,6,3.08,48.58,2024-03-01,2024-03-31,2024-03-01
INV-00168,232,SUB-0073,2024-03-01,2024-03-31,53.4,USD,paid,3,3.59,56.99,2024-03-01,2024-03-31,2024-03-01
INV-00169,422,SUB-0590,2024-03-01,2024-03-31,399.03,USD,paid,3,38.39,437.42,2024-03-01,2024-03-31,2024-03-01
INV-00170,115,SUB-0567,2024-03-01,2024-03-31,923.88,USD,paid,5,86.65,1010.53,2024-03-01,2024-03-31,2024-03-01
INV-00171,470,SUB-0319,2024-03-01,2024-03-31,136.97,USD,paid,1,9.95,146.92,2024-03-01,2024-03-31,2024-03-01
INV-00172,475,SUB-0763,2024-03-01,2024-03-31,394.75,USD,disputed,6,29.35,424.1,2024-03-01,2024-03-31,2024-03-01
INV-00173,278,SUB-0755,2024-03-01,2024-03-31,146.03,USD,paid,3,12.75,158.78,2024-03-01,2024-03-31,2024-03-01
INV-00174,300,SUB-0394,2024-03-01,2024-03-31,0.0,USD,paid,2,0.0,0.0,2024-03-01,2024-03-31,2024-03-01
INV-00175,470,SUB-0181,2024-03-01,2024-03-31,142.6,USD,overdue,4,7.4,150.0,2024-03-01,2024-03-31,2024-03-01
INV-00176,295,SUB-0786,2024-03-01,2024-03-31,375.76,USD,paid,7,37.54,413.3,2024-03-01,2024-03-31,2024-03-01
INV-00177,091,SUB-0469,2024-03-01,2024-03-31,0.0,USD,void,6,0.0,0.0,2024-03-01,2024-03-31,2024-03-01
INV-00178,074,SUB-0752,2024-03-01,2024-03-31,395.26,USD,paid,5,36.23,431.49,2024-03-01,2024-03-31,2024-03-01
INV-00179,010,SUB-0233,2024-03-01,2024-03-31,0.0,USD,paid,4,0.0,0.0,2024-03-01,2024-03-31,2024-03-01
INV-00180,150,SUB-0353,2024-03-01,2024-03-31,45.02,USD,paid,4,2.87,47.89,2024-03-01,2024-03-31,2024-03-01
INV-00181,011,SUB-0540,2024-03-01,2024-03-31,48.98,USD,paid,1,3.64,52.62,2024-03-01,2024-03-31,2024-03-01
INV-00182,269,SUB-0606,2024-03-01,2024-03-31,150.09,USD,paid,2,2.66,152.75,2024-03-01,2024-03-31,2024-03-01
INV-00183,065,SUB-0018,2024-03-01,2024-03-31,400.53,USD,paid,4,6.41,406.94,2024-03-01,2024-03-31,2024-03-01
INV-00184,011,SUB-0540,2024-03-01,2024-03-31,48.98,USD,overdue,1,0.03,49.01,2024-03-01,2024-03-31,2024-03-01
INV-00185,379,SUB-0247,2024-03-01,2024-03-31,0.0,USD,paid,3,0.0,0.0,2024-03-01,2024-03-31,2024-03-01
INV-00186,053,SUB-0516,2024-03-01,2024-03-31,977.21,USD,paid,3,36.92,1014.13,2024-03-01,2024-03-31,2024-03-01
INV-00187,190,SUB-0634,2024-03-01,2024-03-31,1057.56,USD,paid,1,77.36,1134.92,2024-03-01,2024-03-31,2024-03-01
INV-00188,447,SUB-0579,2024-03-01,2024-03-31,146.22,USD,paid,2,6.48,152.7,2024-03-01,2024-03-31,2024-03-01
INV-00189,390,SUB-0602,2024-03-01,2024-03-31,151.41,USD,paid,4,9.95,161.36,2024-03-01,2024-03-31,2024-03-01
INV-00190,140,SUB-0413,2024-03-01,2024-03-31,998.68,USD,pending,7,34.48,1033.16,2024-03-01,2024-03-31,2024-03-01
INV-00191,141,SUB-0399,2024-03-01,2024-03-31,374.09,USD,paid,2,35.02,409.11,2024-03-01,2024-03-31,2024-03-01
INV-00192,467,SUB-0470,2024-03-01,2024-03-31,44.48,USD,void,4,3.17,47.65,2024-03-01,2024-03-31,2024-03-01
INV-00193,194,SUB-0094,2024-03-01,2024-03-31,47.68,USD,paid,2,0.99,48.67,2024-03-01,2024-03-31,2024-03-01
INV-00194,186,SUB-0068,2024-03-01,2024-03-31,936.68,USD,pending,1,48.67,985.35,2024-03-01,2024-03-31,2024-03-01
INV-00195,146,SUB-0342,2024-03-01,2024-03-31,47.04,USD,paid,6,3.14,50.18,2024-03-01,2024-03-31,2024-03-01
INV-00196,141,SUB-0314,2024-03-01,2024-03-31,1070.62,USD,disputed,5,28.22,1098.84,2024-03-01,2024-03-31,2024-03-01
INV-00197,208,SUB-0248,2024-03-01,2024-03-31,141.37,USD,paid,5,5.06,146.43,2024-03-01,2024-03-31,2024-03-01
