payment_id,invoice_id,customer_id,amount,payment_method,payment_date,status,transaction_ref,processor_fee,net_amount
PAY-27744,INV-00631,429,150.82,wire,2024-01-03T09:40:35-05:00,completed,50de6889-ecf2-4aa2-b4cf-7fb840444f9c,0.15,150.67
PAY-27745,INV-00829,458,394.95,credit_card,2024-01-28T09:42:38-05:00,completed,a53d4567-83c1-4485-a1ba-59f1deccbe61,11.45,383.5
PAY-27746,INV-00386,119,44.63,ach,2024-01-23T20:26:16-05:00,pending,c25e9835-005a-4930-8e66-0c7faddd2f92,0.0,44.63
PAY-27747,INV-00868,485,126.74,ach,2024-01-03T03:53:35-05:00,completed,fbb45614-1699-412d-bb25-84727a94e4b4,0.63,126.11
PAY-27748,INV-00373,122,384.44,check,2024-01-19T18:05:14-05:00,completed,TXN-MKEDIIGSOV,0.0,384.44
PAY-27749,INV-01324,C219,411.03,check,2024-01-08T18:52:28-05:00,completed,e9aa65d9-6616-4417-9ca7-623a71144222,0.0,411.03
PAY-27750,INV-00944,368,318.77,check,2024-01-17T00:24:21-05:00,completed,37db9385-0522-4dda-a823-a240dd8781e2,0.0,318.77
PAY-27751,INV-01132,261,136.8,check,2024-01-27T06:31:00-05:00,completed,TXN-VANYOKTVCA,0.0,136.8
PAY-27752,INV-00220,403,66.01,wire,2024-01-10T22:57:21-05:00,completed,a55db202-7e80-4a3a-8b21-917d17487f5d,0.07,65.94
PAY-27753,INV-00896,342,990.89,credit_card,2024-01-10T09:01:59-05:00,completed,3e4892f6-8f6c-48b9-830a-259468676198,28.74,962.15
PAY-27754,INV-00710,486,157.12,wire,2024-01-28T11:06:10-05:00,completed,db627157-b3ab-41cd-9748-51b77398793e,0.16,156.96
PAY-27755,INV-01181,C209,146.28,ach,2024-01-28T05:33:40-05:00,completed,d05ea1ed-2246-4b0e-93e1-6cbb07f6fc7f,0.73,145.55
PAY-27756,INV-01177,217,1006.12,credit_card,2024-01-14T01:20:33-05:00,completed,4a5db394-b000-45ea-93f8-783a4f66d116,29.18,976.94
PAY-27757,INV-00775,C383,386.41,ach,2024-01-29T13:41:26-05:00,failed,b69d8ae3-a16e-42ab-842b-08dd4ff24cdc,0.0,386.41
PAY-27758,INV-00078,481,45.26,wire,2024-01-16T22:12:20-05:00,completed,TXN-MFORWSDZMO,0.05,45.21
PAY-27759,INV-00189,C464,45.1,ach,2024-01-11T20:29:39-05:00,completed,28f6fe83-7dd0-4def-9653-84c4eea5564a,0.23,44.87
PAY-27760,INV-00807,182,50.37,check,2024-01-24T20:03:54-05:00,completed,56fe4c87-08ad-4d64-b1f2-5d983ead6c23,0.0,50.37
PAY-27761,INV-00010,369,41.18,check,2024-01-08T15:51:34-05:00,completed,1485e763-673b-467d-bbd1-b91778c9b679,0.0,41.18
PAY-27762,INV-00598,023,275.92,check,2024-01-29T08:40:24-05:00,completed,0babd902-b3e5-4a4c-a47a-4a120f170238,0.0,275.92
PAY-27763,INV-00991,141,1054.09,ach,2024-01-03T13:54:58-05:00,completed,8f092df9-a8a2-49f6-b442-0cd1dc892ec5,5.27,1048.82
PAY-27764,INV-00607,C144,1072.35,wire,2024-01-17T15:58:39-05:00,completed,0d20e834-a235-4b7c-8ddf-a23573a5592e,1.07,1071.28
PAY-27765,INV-00441,251,51.72,wire,2024-01-07T04:07:14-05:00,completed,fc8f22f4-b65b-4884-bce9-4c4e8f80e73a,0.05,51.67
PAY-27766,INV-01309,414,122.71,wire,2024-01-01T04:36:35-05:00,completed,283d6958-7431-47e6-b60c-0e2a392e1cdb,0.12,122.59
PAY-27767,INV-01378,047,946.64,wire,2024-01-18T04:33:49-05:00,completed,48a62502-8894-4a79-be87-627ad87cdea5,0.95,945.69
PAY-27768,INV-01290,363,42.26,check,2024-01-29T14:35:48-05:00,completed,97659015-f1de-49da-bce1-c2993b1699ad,0.0,42.26
PAY-27769,INV-00187,119,130.9,ach,2024-01-12T16:40:44-05:00,completed,TXN-RJTYHUVUSA,0.65,130.25
PAY-27770,INV-00511,031,55.93,ach,2024-01-13T17:50:39-05:00,completed,TXN-LIILRKQIGR,0.28,55.65
PAY-27771,INV-01354,120,39.7,check,2024-01-07T21:05:12-05:00,failed,914eb4eb-b08d-4c90-8c16-1b7bbde16bb3,0.0,39.7
PAY-27772,INV-00058,003,44.64,wire,2024-01-19T23:43:21-05:00,completed,ed675c56-2d4d-472b-8018-3bb84aa6036b,0.04,44.6
PAY-27773,INV-00043,064,127.53,wire,2024-01-20T17:33:47-05:00,pending,71d26270-89cc-4b09-ba2b-5145be6a2fac,0.0,127.53
PAY-27774,INV-00650,089,1038.7,wire,2024-01-30T17:10:03-05:00,completed,00785551-10a8-43e3-a8d5-531f5d6830dc,1.04,1037.66
PAY-27775,INV-01385,342,1002.82,check,2024-01-17T08:57:07-05:00,completed,0235e1fc-98c5-48fb-b716-cfd38f99264f,0.0,1002.82
PAY-27776,INV-00372,081,150.79,credit_card,2024-01-02T19:35:23-05:00,completed,aad5b097-774e-4d2e-946d-eca0b4989564,4.37,146.42
PAY-27777,INV-01244,C145,382.29,wire,2024-01-28T23:21:01-05:00,completed,ba899aab-b1f1-40a5-89d5-e4a9c1fdc371,0.38,381.91
PAY-27778,INV-00620,389,43.82,wire,2024-01-12T17:50:57-05:00,pending,0f5b4ed7-350b-4562-85f0-8aab76c4a375,0.0,43.82
PAY-27779,INV-00833,446,41.1,check,2024-01-05T16:18:40-05:00,pending,5e1114df-281c-43e0-95ab-ae96039100c4,0.0,41.1
PAY-27780,INV-00607,144,984.52,credit_card,2024-01-09T19:20:42-05:00,completed,94345795-a4b6-4618-93b4-3ce0d38a7b15,28.55,955.97
PAY-27781,INV-00450,224,131.94,wire,2024-01-13T01:07:20-05:00,completed,TXN-KVMDJVMZHH,0.13,131.81
PAY-27782,INV-01005,249,46.43,check,2024-01-12T14:53:37-05:00,completed,TXN-VBPJNOKHAB,0.0,46.43
PAY-27783,INV-01092,090,147.93,wire,2024-01-17T14:24:56-05:00,completed,1365faca-3a4c-4d50-837a-b9662a52c565,0.15,147.78
PAY-27784,INV-00494,420,46.17,check,2024-01-23T07:32:31-05:00,completed,TXN-RFEWUDPMWE,0.0,46.17
PAY-27785,INV-00950,246,154.29,ach,2024-01-28T17:35:25-05:00,pending,TXN-UVPJDLFCVV,0.0,154.29
PAY-27786,INV-00095,228,987.53,check,2024-01-20T07:26:09-05:00,completed,975bf8e8-1dd2-4960-8f72-070fa96db3ee,0.0,987.53
PAY-27787,INV-00791,459,131.75,credit_card,2024-01-03T23:07:44-05:00,completed,TXN-PULXANNBBE,3.82,127.93
PAY-27788,INV-01174,425,378.8,ach,2024-01-14T06:43:39-05:00,completed,TXN-CPSLWRSXDA,1.89,376.91
PAY-27789,INV-00603,179,68.1,ach,2024-01-18T06:03:41-05:00,completed,8e244ccd-d912-4f8f-bfba-f6e4e788f9d0,0.34,67.76
PAY-27790,INV-00162,362,59.74,ach,2024-01-26T17:43:54-05:00,completed,TXN-YNHSWLYQNV,0.3,59.44
PAY-27791,INV-00302,366,142.23,wire,2024-01-18T20:38:37-05:00,completed,a31fb70e-f9be-4f70-8247-d6b070e83ae3,0.14,142.09
PAY-27792,INV-01322,368,57.03,credit_card,2024-01-02T05:38:52-05:00,completed,9f4a9656-7303-41cf-8c06-41a2f4ad2991,1.65,55.38
PAY-27793,INV-20158,CUST-295,2396.14,check,2024-01-06T22:48:42-05:00,failed,6b1d7603-9b36-4823-b847-ccbfabbdacda,0.0,2396.14
PAY-27794,INV-00784,242,133.58,credit_card,2024-01-30T19:22:00-05:00,completed,TXN-URUNUQYCFJ,3.87,129.71
PAY-27795,INV-01335,077,143.94,wire,2024-01-26T17:54:14-05:00,completed,4e57f071-c7f2-494b-9250-ebb3cef48d73,0.14,143.8
PAY-27796,INV-01266,278,140.87,check,2024-01-12T21:52:35-05:00,completed,1dec063f-bb5d-4ec8-ac94-c6c510b4f936,0.0,140.87
PAY-27797,INV-00331,086,362.36,check,2024-01-22T01:41:43-05:00,pending,TXN-XVKQBNCJBP,0.0,362.36
PAY-27798,INV-00044,486,134.54,check,2024-01-02T05:18:31-05:00,completed,fb89a918-542f-47e9-9cb9-70b58e358f73,0.0,134.54
PAY-27799,INV-00356,319,44.16,wire,2024-01-29T13:58:34-05:00,completed,35108a32-1fb4-4fe7-992c-556995511ee7,0.04,44.12
PAY-27800,INV-00566,058,922.2,check,2024-01-07T04:29:32-05:00,completed,8857dbff-a2ef-4ffc-85ea-708bddd55791,0.0,922.2
PAY-27801,INV-01390,476,360.51,check,2024-01-25T10:02:44-05:00,completed,6867b6d0-0c75-4658-9c48-d88fa8fdd66b,0.0,360.51
PAY-27802,INV-00605,370,411.98,credit_card,2024-01-15T02:23:50-05:00,completed,2a223f4f-2d41-49ac-acd5-5c48125e61db,11.95,400.03
PAY-27803,INV-00816,299,91.49,credit_card,2024-01-17T04:58:31-05:00,completed,dd5b6ea4-ea9e-4d42-8d6e-0e4bff09c01d,2.65,88.84
PAY-27804,INV-01156,152,43.81,credit_card,2024-01-22T13:41:17-05:00,pending,90a9d233-0bec-44d0-a8d9-ae3f5a7b6f5d,0.0,43.81
PAY-27805,INV-01294,419,46.96,credit_card,2024-01-20T01:48:50-05:00,completed,162cf2c7-d98e-4e49-bb2b-36dd834b3770,1.36,45.6
PAY-27806,INV-00519,118,49.17,wire,2024-01-14T20:32:35-05:00,refunded,13690dd1-045b-4d4c-9a3c-3735adceb6d8,0.0,49.17
PAY-27807,INV-01095,120,42.81,ach,2024-01-22T05:56:51-05:00,completed,a821d5b2-0027-401e-94ff-83da0ede29a0,0.21,42.6
PAY-27808,INV-01355,061,138.81,check,2024-01-24T08:18:15-05:00,completed,TXN-PCOQUFWWUN,0.0,138.81
PAY-27809,INV-00490,194,47.53,check,2024-01-27T12:31:05-05:00,completed,10c02f04-e6e7-4198-9641-cd3eff12eec9,0.0,47.53
PAY-27810,INV-00535,262,130.35,credit_card,2024-01-27T04:06:08-05:00,completed,TXN-PAYFYIEOEV,3.78,126.57
PAY-27811,INV-01254,422,364.41,credit_card,2024-01-11T01:45:32-05:00,failed,64bedcb9-cb12-49a7-baab-54cdb1b832a2,0.0,364.41
PAY-27812,INV-00048,230,47.21,ach,2024-01-25T11:22:23-05:00,completed,TXN-QJQMSJGKOW,0.24,46.97
PAY-27813,INV-00388,206,127.64,credit_card,2024-01-17T21:19:03-05:00,completed,32bc22c7-35df-41cd-9f4b-1736cf178c06,3.7,123.94
PAY-27814,INV-01277,283,127.35,credit_card,2024-01-23T03:36:34-05:00,completed,a2852c39-1552-43e0-8da8-11310c33270f,3.69,123.66
PAY-27815,INV-00716,122,357.6,wire,2024-01-06T16:27:27-05:00,completed,TXN-HIFXFHYJUM,0.36,357.24
PAY-27816,INV-00293,230,144.29,check,2024-01-28T00:19:05-05:00,completed,TXN-AWBRQGCGZV,0.0,144.29
PAY-27817,INV-00188,393,137.05,credit_card,2024-01-06T06:33:05-05:00,completed,d64f70e3-0260-4138-a79d-0ee997c3c540,3.97,133.08
PAY-27818,INV-00935,315,157.21,ach,2024-01-07T11:40:00-05:00,completed,8475763e-34b1-4d74-8d34-380d57916711,0.79,156.42
PAY-27819,INV-01215,199,145.88,ach,2024-01-29T09:26:26-05:00,completed,e8cbe6ba-6e0c-458c-a3a2-3cbd514c9672,0.73,145.15
PAY-27820,INV-00717,C083,378.33,wire,2024-01-17T16:55:53-05:00,completed,467460cc-6ab7-492c-a1e0-563dbbc967c9,0.38,377.95
PAY-27821,INV-00160,058,405.58,ach,2024-01-20T08:22:42-05:00,pending,TXN-RAAXFLDROJ,0.0,405.58
PAY-27822,INV-00908,395,849.9,ach,2024-01-03T14:13:26-05:00,completed,0e7727ac-fb3c-45d3-b50d-5e7e591534a6,4.25,845.65
PAY-27823,INV-01206,079,388.57,ach,2024-01-11T19:27:50-05:00,completed,c5d1e6b1-f536-4fca-b6b3-21199a6df8d1,1.94,386.63
PAY-27824,INV-01242,309,396.32,credit_card,2024-01-27T16:01:30-05:00,completed,TXN-CYOCRTQJIE,11.49,384.83
PAY-27825,INV-01026,117,394.64,ach,2024-01-04T14:57:07-05:00,completed,90ed7214-5585-4348-a882-7a7a8b06dd05,1.97,392.67
PAY-27826,INV-01262,230,143.04,ach,2024-01-26T01:32:57-05:00,completed,038b9d96-1985-4a05-8439-82fde558cf3f,0.72,142.32
PAY-27827,INV-00506,342,143.83,credit_card,2024-01-15T02:47:48-05:00,failed,TXN-QIBMJPBNAV,0.0,143.83
PAY-27828,INV-00469,296,356.31,check,2024-01-18T05:37:58-05:00,completed,TXN-OPOWOQFWOK,0.0,356.31
PAY-27829,INV-01011,302,216.02,wire,2024-01-05T23:16:48-05:00,completed,TXN-NHMMFUEDFQ,0.22,215.8
PAY-27830,INV-01286,011,46.37,check,2024-01-12T01:47:40-05:00,completed,b595b90d-0a72-453e-9ced-9edd240db9ea,0.0,46.37
PAY-27831,INV-00360,C320,44.14,check,2024-01-11T12:32:51-05:00,pending,eb96c5bf-b979-4044-a735-1af46af1b486,0.0,44.14
PAY-27832,INV-01087,247,75.66,wire,2024-01-18T00:51:48-05:00,completed,2aa5a686-cb61-4292-9e9f-274cbf4f02ff,0.08,75.58
PAY-27833,INV-00373,122,379.01,credit_card,2024-01-28T14:10:55-05:00,completed,14f30fe8-79c4-4e03-a54e-b88a9d6bda41,10.99,368.02
PAY-27834,INV-01262,C230,135.66,ach,2024-01-21T12:42:04-05:00,completed,TXN-JFZPNCHTCS,0.68,134.98
PAY-27835,INV-00460,266,145.91,ach,2024-01-20T08:46:51-05:00,completed,67d2a3c7-a895-440b-b7f6-432523707aec,0.73,145.18
PAY-27836,INV-00879,C361,45.82,check,2024-01-01T01:58:28-05:00,completed,ad5bc0bb-e3f8-455b-89e4-4a71e808075d,0.0,45.82
PAY-27837,INV-00339,283,360.41,credit_card,2024-01-17T18:57:42-05:00,completed,196ca5a5-263a-4977-a730-8b0111542073,10.45,349.96
PAY-27838,INV-00054,210,148.47,wire,2024-01-07T09:39:49-05:00,completed,976b03c9-b67a-4411-8847-9c4d62b731f8,0.15,148.32
PAY-27839,INV-00524,067,145.11,credit_card,2024-01-11T11:47:08-05:00,completed,2688ac39-0683-4432-84d4-fac63832d651,4.21,140.9
PAY-27840,INV-00393,023,46.04,wire,2024-01-23T12:10:43-05:00,completed,2ffba57f-180d-4725-ab33-a7bc9880f9f7,0.05,45.99
PAY-27841,INV-00296,C349,103.24,wire,2024-01-09T12:04:46-05:00,completed,TXN-IRLUWDWYGB,0.1,103.14
PAY-27842,INV-00431,217,146.23,check,2024-01-13T11:29:08-05:00,pending,a174cf27-4270-4274-8b1e-d0ffa0498108,0.0,146.23
PAY-27843,INV-00671,120,376.87,wire,2024-01-24T23:52:13-05:00,completed,9f59f1bd-cd70-4745-b542-1f7d618d2905,0.38,376.49
PAY-27844,INV-00253,048,43.75,check,2024-01-15T23:05:51-05:00,completed,e14ce388-d2f6-4c90-9571-2027f3a63cd1,0.0,43.75
PAY-27845,INV-00884,488,136.65,check,2024-01-11T14:32:41-05:00,completed,bc8727d0-ae02-41b4-8a12-320082eef217,0.0,136.65
PAY-27846,INV-00359,274,138.17,ach,2024-01-01T22:52:51-05:00,failed,TXN-OZYYOEXFYK,0.0,138.17
PAY-27847,INV-00390,439,432.32,check,2024-01-22T21:44:16-05:00,completed,TXN-MFPUUVYGXZ,0.0,432.32
PAY-27848,INV-00052,219,410.48,wire,2024-01-20T05:33:33-05:00,pending,34bf0f9c-39e3-4ad9-b9fb-cba9ae48d0f7,0.0,410.48
PAY-27849,INV-00406,C058,374.51,credit_card,2024-01-08T08:02:35-05:00,pending,TXN-XIHYHAQVXC,0.0,374.51
PAY-27850,INV-00187,119,144.1,credit_card,2024-01-16T00:50:06-05:00,pending,TXN-IECJFOFUJU,0.0,144.1
