invoice_id,customer_id,subscription_id,invoice_date,due_date,amount,currency,status,line_items_count,tax_amount,total_amount,period_start,period_end,created_at
INV-00014,023,SUB-0352,2024-01-01,2024-01-31,50.61,USD,disputed,1,3.4,54.01,2024-01-01,2024-01-31,2024-01-01
INV-00015,408,SUB-0815,2024-01-01,2024-01-31,1074.6,USD,paid,1,69.33,1143.93,2024-01-01,2024-01-31,2024-01-01
INV-00016,384,SUB-0089,2024-01-01,2024-01-31,148.67,USD,void,1,5.79,154.46,2024-01-01,2024-01-31,2024-01-01
INV-00017,467,SUB-0470,2024-01-01,2024-01-31,44.48,USD,pending,4,1.43,45.91,2024-01-01,2024-01-31,2024-01-01
INV-00018,468,SUB-0409,2024-01-01,2024-01-31,161.19,USD,paid,4,14.73,175.92,2024-01-01,2024-01-31,2024-01-01
INV-00019,291,SUB-0424,2024-01-01,2024-01-31,159.06,USD,overdue,3,13.82,172.88,2024-01-01,2024-01-31,2024-01-01
INV-00020,047,SUB-0581,2024-01-01,2024-01-31,1044.81,USD,paid,3,20.04,1064.85,2024-01-01,2024-01-31,2024-01-01
INV-00021,156,SUB-0526,2024-01-01,2024-01-31,53.2,USD,paid,7,4.13,57.33,2024-01-01,2024-01-31,2024-01-01
INV-00022,469,SUB-0382,2024-01-01,2024-01-31,1010.36,USD,paid,3,65.09,1075.45,2024-01-01,2024-01-31,2024-01-01
INV-00023,209,SUB-0624,2024-01-01,2024-01-31,135.08,USD,paid,7,1.86,136.94,2024-01-01,2024-01-31,2024-01-01
INV-00024,388,SUB-0734,2024-01-01,2024-01-31,410.06,USD,disputed,4,9.57,419.63,2024-01-01,2024-01-31,2024-01-01
INV-00025,497,SUB-0356,2024-01-01,2024-01-31,48.87,USD,void,2,3.73,52.6,2024-01-01,2024-01-31,2024-01-01
INV-00026,277,SUB-0762,2024-01-01,2024-01-31,151.69,USD,paid,4,1.78,153.47,2024-01-01,2024-01-31,2024-01-01
INV-00027,139,SUB-0039,2024-01-01,2024-01-31,436.31,USD,paid,7,29.4,465.71,2024-01-01,2024-01-31,2024-01-01
INV-00028,153,SUB-0226,2024-01-01,2024-01-31,141.41,USD,paid,7,4.24,145.65,2024-01-01,2024-01-31,2024-01-01
INV-00029,466,SUB-0693,2024-01-01,2024-01-31,46.43,USD,paid,6,0.01,46.44,2024-01-01,2024-01-31,2024-01-01
INV-00030,300,SUB-0394,2024-01-01,2024-01-31,0.0,USD,paid,2,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00031,120,SUB-0189,2024-01-01,2024-01-31,45.47,USD,paid,1,0.16,45.63,2024-01-01,2024-01-31,2024-01-01
INV-00032,441,SUB-0517,2024-01-01,2024-01-31,0.0,USD,paid,7,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00033,238,SUB-0076,2024-01-01,2024-01-31,108.8,USD,paid,1,10.31,119.11,2024-01-01,2024-01-31,2024-01-01
INV-00034,277,SUB-0132,2024-01-01,2024-01-31,401.59,USD,paid,6,12.1,413.69,2024-01-01,2024-01-31,2024-01-01
INV-00035,481,SUB-0451,2024-01-01,2024-01-31,52.29,USD,paid,2,3.97,56.26,2024-01-01,2024-01-31,2024-01-01
INV-00036,482,SUB-0337,2024-01-01,2024-01-31,50.74,USD,overdue,1,0.97,51.71,2024-01-01,2024-01-31,2024-01-01
INV-00037,249,SUB-0055,2024-01-01,2024-01-31,0.0,USD,pending,3,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00038,348,SUB-0422,2024-01-01,2024-01-31,159.97,USD,paid,7,8.68,168.65,2024-01-01,2024-01-31,2024-01-01
INV-00039,383,SUB-0489,2024-01-01,2024-01-31,53.19,USD,paid,7,3.23,56.42,2024-01-01,2024-01-31,2024-01-01
INV-00040,353,SUB-0223,2024-01-01,2024-01-31,991.57,USD,paid,5,54.11,1045.68,2024-01-01,2024-01-31,2024-01-01
INV-00041,383,SUB-0489,2024-01-01,2024-01-31,53.19,USD,paid,5,1.09,54.28,2024-01-01,2024-01-31,2024-01-01
INV-00042,224,SUB-0219,2024-01-01,2024-01-31,48.36,USD,paid,6,4.11,52.47,2024-01-01,2024-01-31,2024-01-01
INV-00043,064,SUB-0759,2024-01-01,2024-01-31,146.85,USD,pending,4,8.0,154.85,2024-01-01,2024-01-31,2024-01-01
INV-00044,486,SUB-0404,2024-01-01,2024-01-31,157.7,USD,paid,7,6.31,164.01,2024-01-01,2024-01-31,2024-01-01
INV-00045,159,SUB-0554,2024-01-01,2024-01-31,53.81,USD,overdue,7,2.45,56.26,2024-01-01,2024-01-31,2024-01-01
INV-00046,004,SUB-0575,2024-01-01,2024-01-31,51.0,USD,pending,4,0.69,51.69,2024-01-01,2024-01-31,2024-01-01
INV-00047,065,SUB-0074,2024-01-01,2024-01-31,48.86,USD,pending,3,1.27,50.13,2024-01-01,2024-01-31,2024-01-01
INV-00048,230,SUB-0114,2024-01-01,2024-01-31,49.7,USD,pending,7,2.21,51.91,2024-01-01,2024-01-31,2024-01-01
INV-00049,417,SUB-0090,2024-01-01,2024-01-31,138.57,USD,paid,7,2.02,140.59,2024-01-01,2024-01-31,2024-01-01
INV-00050,186,SUB-0022,2024-01-01,2024-01-31,0.0,USD,pending,1,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00051,081,SUB-0083,2024-01-01,2024-01-31,154.65,USD,paid,4,6.36,161.01,2024-01-01,2024-01-31,2024-01-01
INV-00052,219,SUB-0140,2024-01-01,2024-01-31,421.46,USD,paid,1,32.37,453.83,2024-01-01,2024-01-31,2024-01-01
INV-00053,119,SUB-0510,2024-01-01,2024-01-31,48.15,USD,overdue,6,0.4,48.55,2024-01-01,2024-01-31,2024-01-01
INV-00054,210,SUB-0275,2024-01-01,2024-01-31,160.6,USD,paid,1,15.34,175.94,2024-01-01,2024-01-31,2024-01-01
INV-00055,277,SUB-0762,2024-01-01,2024-01-31,151.69,USD,paid,6,12.76,164.45,2024-01-01,2024-01-31,2024-01-01
INV-00056,174,SUB-0139,2024-01-01,2024-01-31,50.87,USD,pending,2,3.53,54.4,2024-01-01,2024-01-31,2024-01-01
INV-00057,095,SUB-0072,2024-01-01,2024-01-31,155.81,USD,disputed,3,13.72,169.53,2024-01-01,2024-01-31,2024-01-01
INV-00058,003,SUB-0773,2024-01-01,2024-01-31,48.17,USD,pending,3,3.69,51.86,2024-01-01,2024-01-31,2024-01-01
INV-00059,482,SUB-0503,2024-01-01,2024-01-31,0.0,USD,disputed,5,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00060,341,SUB-0550,2024-01-01,2024-01-31,46.03,USD,paid,6,2.23,48.26,2024-01-01,2024-01-31,2024-01-01
INV-00061,141,SUB-0152,2024-01-01,2024-01-31,53.18,USD,disputed,2,4.8,57.98,2024-01-01,2024-01-31,2024-01-01
INV-00062,216,SUB-0795,2024-01-01,2024-01-31,418.16,USD,paid,3,30.96,449.12,2024-01-01,2024-01-31,2024-01-01
INV-00063,262,SUB-0679,2024-01-01,2024-01-31,141.16,USD,paid,4,8.03,149.19,2024-01-01,2024-01-31,2024-01-01
INV-00064,060,SUB-0724,2024-01-01,2024-01-31,50.41,USD,paid,7,1.46,51.87,2024-01-01,2024-01-31,2024-01-01
INV-00065,370,SUB-0603,2024-01-01,2024-01-31,44.8,USD,paid,5,2.02,46.82,2024-01-01,2024-01-31,2024-01-01
INV-00066,034,SUB-0518,2024-01-01,2024-01-31,44.9,USD,paid,7,2.78,47.68,2024-01-01,2024-01-31,2024-01-01
INV-00067,207,SUB-0496,2024-01-01,2024-01-31,433.55,USD,paid,2,19.13,452.68,2024-01-01,2024-01-31,2024-01-01
INV-00068,061,SUB-0784,2024-01-01,2024-01-31,47.2,USD,paid,4,1.98,49.18,2024-01-01,2024-01-31,2024-01-01
INV-00069,062,SUB-0783,2024-01-01,2024-01-31,0.0,USD,paid,6,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00070,192,SUB-0758,2024-01-01,2024-01-31,0.0,USD,overdue,6,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00071,348,SUB-0666,2024-01-01,2024-01-31,1003.4,USD,paid,3,74.08,1077.48,2024-01-01,2024-01-31,2024-01-01
INV-00072,387,SUB-0370,2024-01-01,2024-01-31,158.59,USD,overdue,2,9.18,167.77,2024-01-01,2024-01-31,2024-01-01
INV-00073,470,SUB-0181,2024-01-01,2024-01-31,142.6,USD,paid,1,13.94,156.54,2024-01-01,2024-01-31,2024-01-01
INV-00074,390,SUB-0598,2024-01-01,2024-01-31,0.0,USD,paid,2,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00075,117,SUB-0148,2024-01-01,2024-01-31,0.0,USD,paid,5,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00076,482,SUB-0503,2024-01-01,2024-01-31,0.0,USD,paid,6,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00077,308,SUB-0672,2024-01-01,2024-01-31,134.68,USD,paid,1,10.11,144.79,2024-01-01,2024-01-31,2024-01-01
INV-00078,481,SUB-0451,2024-01-01,2024-01-31,52.29,USD,paid,1,1.05,53.34,2024-01-01,2024-01-31,2024-01-01
INV-00079,382,SUB-0742,2024-01-01,2024-01-31,426.48,USD,paid,2,19.89,446.37,2024-01-01,2024-01-31,2024-01-01
INV-00080,049,SUB-0218,2024-01-01,2024-01-31,44.38,USD,paid,4,4.0,48.38,2024-01-01,2024-01-31,2024-01-01
INV-00081,458,SUB-0814,2024-01-01,2024-01-31,398.91,USD,pending,4,1.61,400.52,2024-01-01,2024-01-31,2024-01-01
INV-00082,464,SUB-0421,2024-01-01,2024-01-31,0.0,USD,paid,1,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00083,258,SUB-0344,2024-01-01,2024-01-31,0.0,USD,paid,6,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00084,224,SUB-0186,2024-01-01,2024-01-31,145.66,USD,paid,2,3.19,148.85,2024-01-01,2024-01-31,2024-01-01
INV-00085,152,SUB-0136,2024-01-01,2024-01-31,49.62,USD,paid,7,2.79,52.41,2024-01-01,2024-01-31,2024-01-01
INV-00086,480,SUB-0274,2024-01-01,2024-01-31,365.44,USD,paid,7,7.85,373.29,2024-01-01,2024-01-31,2024-01-01
INV-00087,480,SUB-0195,2024-01-01,2024-01-31,0.0,USD,paid,1,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00088,258,SUB-0549,2024-01-01,2024-01-31,435.22,USD,paid,2,38.03,473.25,2024-01-01,2024-01-31,2024-01-01
INV-00089,083,SUB-0467,2024-01-01,2024-01-31,417.98,USD,paid,7,21.28,439.26,2024-01-01,2024-01-31,2024-01-01
INV-00090,255,SUB-0445,2024-01-01,2024-01-31,0.0,USD,paid,7,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00091,258,SUB-0608,2024-01-01,2024-01-31,49.54,USD,paid,2,4.1,53.64,2024-01-01,2024-01-31,2024-01-01
INV-00092,078,SUB-0533,2024-01-01,2024-01-31,145.61,USD,paid,5,1.84,147.45,2024-01-01,2024-01-31,2024-01-01
INV-00093,417,SUB-0582,2024-01-01,2024-01-31,402.13,USD,paid,4,33.78,435.91,2024-01-01,2024-01-31,2024-01-01
INV-00094,062,SUB-0783,2024-01-01,2024-01-31,0.0,USD,paid,1,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00095,228,SUB-0537,2024-01-01,2024-01-31,1064.66,USD,pending,6,104.38,1169.04,2024-01-01,2024-01-31,2024-01-01
INV-00096,307,SUB-0269,2024-01-01,2024-01-31,51.85,USD,paid,7,1.23,53.08,2024-01-01,2024-01-31,2024-01-01
INV-00097,144,SUB-0450,2024-01-01,2024-01-31,1091.76,USD,void,2,82.76,1174.52,2024-01-01,2024-01-31,2024-01-01
INV-00098,319,SUB-0673,2024-01-01,2024-01-31,151.85,USD,paid,7,3.48,155.33,2024-01-01,2024-01-31,2024-01-01
INV-00099,190,SUB-0379,2024-01-01,2024-01-31,427.34,USD,pending,5,34.75,462.09,2024-01-01,2024-01-31,2024-01-01
INV-00100,317,SUB-0658,2024-01-01,2024-01-31,50.53,USD,paid,3,2.84,53.37,2024-01-01,2024-01-31,2024-01-01
INV-00101,390,SUB-0602,2024-01-01,2024-01-31,151.41,USD,paid,1,13.77,165.18,2024-01-01,2024-01-31,2024-01-01
INV-00102,463,SUB-0264,2024-01-01,2024-01-31,0.0,USD,paid,7,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00103,466,SUB-0722,2024-01-01,2024-01-31,51.85,USD,disputed,3,4.7,56.55,2024-01-01,2024-01-31,2024-01-01
INV-00104,158,SUB-0368,2024-01-01,2024-01-31,0.0,USD,paid,6,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00105,278,SUB-0456,2024-01-01,2024-01-31,142.34,USD,pending,5,7.37,149.71,2024-01-01,2024-01-31,2024-01-01
INV-00106,189,SUB-0770,2024-01-01,2024-01-31,0.0,USD,pending,2,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00107,115,SUB-0567,2024-01-01,2024-01-31,923.88,USD,pending,2,44.43,968.31,2024-01-01,2024-01-31,2024-01-01
INV-00108,331,SUB-0372,2024-01-01,2024-01-31,157.16,USD,paid,2,2.39,159.55,2024-01-01,2024-01-31,2024-01-01
INV-00109,308,SUB-0672,2024-01-01,2024-01-31,134.68,USD,paid,7,5.65,140.33,2024-01-01,2024-01-31,2024-01-01
INV-00110,477,SUB-0340,2024-01-01,2024-01-31,142.59,USD,disputed,2,6.08,148.67,2024-01-01,2024-01-31,2024-01-01
INV-00111,067,SUB-0670,2024-01-01,2024-01-31,147.19,USD,paid,1,3.06,150.25,2024-01-01,2024-01-31,2024-01-01
INV-00112,485,SUB-0797,2024-01-01,2024-01-31,52.71,USD,paid,6,1.56,54.27,2024-01-01,2024-01-31,2024-01-01
INV-00113,461,SUB-0530,2024-01-01,2024-01-31,415.35,USD,paid,7,29.97,445.32,2024-01-01,2024-01-31,2024-01-01
INV-00114,017,SUB-0787,2024-01-01,2024-01-31,158.38,USD,paid,3,10.0,168.38,2024-01-01,2024-01-31,2024-01-01
INV-00115,362,SUB-0793,2024-01-01,2024-01-31,373.38,USD,paid,3,0.64,374.02,2024-01-01,2024-01-31,2024-01-01
INV-00116,172,SUB-0197,2024-01-01,2024-01-31,405.01,USD,paid,1,6.53,411.54,2024-01-01,2024-01-31,2024-01-01
INV-00117,397,SUB-0639,2024-01-01,2024-01-31,161.21,USD,paid,5,14.67,175.88,2024-01-01,2024-01-31,2024-01-01
INV-00118,119,SUB-0327,2024-01-01,2024-01-31,50.96,USD,pending,7,1.97,52.93,2024-01-01,2024-01-31,2024-01-01
INV-00119,467,SUB-0491,2024-01-01,2024-01-31,51.84,USD,pending,3,1.12,52.96,2024-01-01,2024-01-31,2024-01-01
INV-00120,102,SUB-0664,2024-01-01,2024-01-31,139.04,USD,paid,1,1.14,140.18,2024-01-01,2024-01-31,2024-01-01
INV-00121,076,SUB-0357,2024-01-01,2024-01-31,48.97,USD,paid,5,1.41,50.38,2024-01-01,2024-01-31,2024-01-01
INV-00122,496,SUB-0347,2024-01-01,2024-01-31,44.8,USD,disputed,6,4.25,49.05,2024-01-01,2024-01-31,2024-01-01
INV-00123,299,SUB-0665,2024-01-01,2024-01-31,92.97,USD,overdue,7,4.84,97.81,2024-01-01,2024-01-31,2024-01-01
INV-00124,477,SUB-0671,2024-01-01,2024-01-31,371.63,USD,paid,1,33.56,405.19,2024-01-01,2024-01-31,2024-01-01
INV-00125,230,SUB-0798,2024-01-01,2024-01-31,146.89,USD,paid,1,12.72,159.61,2024-01-01,2024-01-31,2024-01-01
INV-00126,061,SUB-0418,2024-01-01,2024-01-31,158.24,USD,paid,1,0.54,158.78,2024-01-01,2024-01-31,2024-01-01
INV-00127,231,SUB-0647,2024-01-01,2024-01-31,52.13,USD,paid,3,0.09,52.22,2024-01-01,2024-01-31,2024-01-01
INV-00128,401,SUB-0591,2024-01-01,2024-01-31,159.88,USD,void,3,15.98,175.86,2024-01-01,2024-01-31,2024-01-01
INV-00129,126,SUB-0483,2024-01-01,2024-01-31,950.05,USD,overdue,2,93.32,1043.37,2024-01-01,2024-01-31,2024-01-01
INV-00130,433,SUB-0427,2024-01-01,2024-01-31,138.7,USD,paid,6,12.03,150.73,2024-01-01,2024-01-31,2024-01-01
INV-00131,361,SUB-0727,2024-01-01,2024-01-31,143.98,USD,paid,4,11.15,155.13,2024-01-01,2024-01-31,2024-01-01
INV-00132,258,SUB-0549,2024-01-01,2024-01-31,435.22,USD,paid,1,23.54,458.76,2024-01-01,2024-01-31,2024-01-01
INV-00133,119,SUB-0327,2024-01-01,2024-01-31,50.96,USD,paid,6,1.37,52.33,2024-01-01,2024-01-31,2024-01-01
INV-00134,333,SUB-0162,2024-01-01,2024-01-31,46.76,USD,paid,5,0.63,47.39,2024-01-01,2024-01-31,2024-01-01
INV-00135,004,SUB-0575,2024-01-01,2024-01-31,51.0,USD,paid,5,4.25,55.25,2024-01-01,2024-01-31,2024-01-01
INV-00136,293,SUB-0242,2024-01-01,2024-01-31,436.87,USD,overdue,5,9.21,446.08,2024-01-01,2024-01-31,2024-01-01
INV-00137,183,SUB-0746,2024-01-01,2024-01-31,49.78,USD,paid,6,2.7,52.48,2024-01-01,2024-01-31,2024-01-01
INV-00138,057,SUB-0501,2024-01-01,2024-01-31,134.56,USD,paid,1,9.31,143.87,2024-01-01,2024-01-31,2024-01-01
INV-00139,258,SUB-0549,2024-01-01,2024-01-31,435.22,USD,paid,5,4.53,439.75,2024-01-01,2024-01-31,2024-01-01
INV-00140,425,SUB-0297,2024-01-01,2024-01-31,402.74,USD,pending,6,5.73,408.47,2024-01-01,2024-01-31,2024-01-01
INV-00141,199,SUB-0440,2024-01-01,2024-01-31,157.96,USD,paid,6,6.27,164.23,2024-01-01,2024-01-31,2024-01-01
INV-00142,424,SUB-0775,2024-01-01,2024-01-31,149.22,USD,paid,4,11.69,160.91,2024-01-01,2024-01-31,2024-01-01
INV-00143,028,SUB-0542,2024-01-01,2024-01-31,429.46,USD,pending,2,16.66,446.12,2024-01-01,2024-01-31,2024-01-01
INV-00144,253,SUB-0629,2024-01-01,2024-01-31,422.96,USD,paid,6,24.16,447.12,2024-01-01,2024-01-31,2024-01-01
INV-00145,149,SUB-0419,2024-01-01,2024-01-31,155.18,USD,paid,4,7.63,162.81,2024-01-01,2024-01-31,2024-01-01
INV-00146,234,SUB-0054,2024-01-01,2024-01-31,53.41,USD,pending,4,0.96,54.37,2024-01-01,2024-01-31,2024-01-01
INV-00147,317,SUB-0658,2024-01-01,2024-01-31,50.53,USD,pending,1,1.17,51.7,2024-01-01,2024-01-31,2024-01-01
INV-00148,217,SUB-0407,2024-01-01,2024-01-31,147.19,USD,paid,2,3.28,150.47,2024-01-01,2024-01-31,2024-01-01
INV-00149,249,SUB-0183,2024-01-01,2024-01-31,47.84,USD,paid,6,2.81,50.65,2024-01-01,2024-01-31,2024-01-01
INV-00150,384,SUB-0423,2024-01-01,2024-01-31,49.06,USD,disputed,4,1.44,50.5,2024-01-01,2024-01-31,2024-01-01
INV-00151,299,SUB-0468,2024-01-01,2024-01-31,373.82,USD,paid,6,32.41,406.23,2024-01-01,2024-01-31,2024-01-01
INV-00152,493,SUB-0555,2024-01-01,2024-01-31,983.63,USD,paid,1,55.24,1038.87,2024-01-01,2024-01-31,2024-01-01
INV-00153,210,SUB-0275,2024-01-01,2024-01-31,160.6,USD,paid,3,14.16,174.76,2024-01-01,2024-01-31,2024-01-01
INV-00154,197,SUB-0552,2024-01-01,2024-01-31,48.42,USD,paid,5,2.65,51.07,2024-01-01,2024-01-31,2024-01-01
INV-00155,081,SUB-0287,2024-01-01,2024-01-31,-153.42,USD,paid,3,0.0,-153.42,2024-01-01,2024-01-31,2024-01-01
INV-00156,317,SUB-0458,2024-01-01,2024-01-31,378.82,USD,paid,6,2.36,381.18,2024-01-01,2024-01-31,2024-01-01
INV-00157,444,SUB-0035,2024-01-01,2024-01-31,0.0,USD,disputed,4,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00158,165,SUB-0646,2024-01-01,2024-01-31,49.2,USD,overdue,5,3.19,52.39,2024-01-01,2024-01-31,2024-01-01
INV-00159,485,SUB-0797,2024-01-01,2024-01-31,52.71,USD,paid,2,2.2,54.91,2024-01-01,2024-01-31,2024-01-01
INV-00160,058,SUB-0120,2024-01-01,2024-01-31,417.67,USD,paid,7,9.47,427.14,2024-01-01,2024-01-31,2024-01-01
INV-00161,083,SUB-0350,2024-01-01,2024-01-31,410.3,USD,disputed,1,40.48,450.78,2024-01-01,2024-01-31,2024-01-01
INV-00162,362,SUB-0681,2024-01-01,2024-01-31,49.66,USD,paid,1,3.41,53.07,2024-01-01,2024-01-31,2024-01-01
INV-00163,369,SUB-0757,2024-01-01,2024-01-31,0.0,USD,void,3,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00164,283,SUB-0079,2024-01-01,2024-01-31,136.1,USD,paid,6,6.8,142.9,2024-01-01,2024-01-31,2024-01-01
INV-00165,300,SUB-0531,2024-01-01,2024-01-31,52.07,USD,paid,3,3.02,55.09,2024-01-01,2024-01-31,2024-01-01
INV-00166,091,SUB-0349,2024-01-01,2024-01-31,370.29,USD,paid,6,26.92,397.21,2024-01-01,2024-01-31,2024-01-01
INV-00167,469,SUB-0382,2024-01-01,2024-01-31,1010.36,USD,paid,1,100.62,1110.98,2024-01-01,2024-01-31,2024-01-01
INV-00168,386,SUB-0645,2024-01-01,2024-01-31,0.0,USD,pending,7,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00169,273,SUB-0295,2024-01-01,2024-01-31,921.86,USD,paid,3,60.15,982.01,2024-01-01,2024-01-31,2024-01-01
INV-00170,300,SUB-0531,2024-01-01,2024-01-31,52.07,USD,void,5,4.52,56.59,2024-01-01,2024-01-31,2024-01-01
INV-00171,253,SUB-0159,2024-01-01,2024-01-31,135.04,USD,paid,7,13.23,148.27,2024-01-01,2024-01-31,2024-01-01
INV-00172,360,SUB-0395,2024-01-01,2024-01-31,0.0,USD,paid,1,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00173,291,SUB-0424,2024-01-01,2024-01-31,159.06,USD,paid,7,8.17,167.23,2024-01-01,2024-01-31,2024-01-01
INV-00174,143,SUB-0534,2024-01-01,2024-01-31,402.58,USD,paid,6,12.8,415.38,2024-01-01,2024-01-31,2024-01-01
INV-00175,168,SUB-0371,2024-01-01,2024-01-31,50.68,USD,paid,7,0.62,51.3,2024-01-01,2024-01-31,2024-01-01
INV-00176,348,SUB-0666,2024-01-01,2024-01-31,1003.4,USD,paid,4,100.2,1103.6,2024-01-01,2024-01-31,2024-01-01
INV-00177,360,SUB-0395,2024-01-01,2024-01-31,0.0,USD,paid,5,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00178,464,SUB-0438,2024-01-01,2024-01-31,1048.01,USD,paid,5,29.29,1077.3,2024-01-01,2024-01-31,2024-01-01
INV-00179,004,SUB-0575,2024-01-01,2024-01-31,51.0,USD,paid,7,1.19,52.19,2024-01-01,2024-01-31,2024-01-01
INV-00180,181,SUB-0194,2024-01-01,2024-01-31,160.71,USD,paid,2,6.75,167.46,2024-01-01,2024-01-31,2024-01-01
INV-00181,464,SUB-0499,2024-01-01,2024-01-31,45.6,USD,paid,3,2.73,48.33,2024-01-01,2024-01-31,2024-01-01
INV-00182,219,SUB-0756,2024-01-01,2024-01-31,0.0,USD,paid,4,0.0,0.0,2024-01-01,2024-01-31,2024-01-01
INV-00183,078,SUB-0058,2024-01-01,2024-01-31,141.9,USD,paid,6,6.15,148.05,2024-01-01,2024-01-31,2024-01-01
INV-00184,152,SUB-0307,2024-01-01,2024-01-31,374.3,USD,overdue,6,15.47,389.77,2024-01-01,2024-01-31,2024-01-01
INV-00185,145,SUB-0495,2024-01-01,2024-01-31,419.59,USD,paid,2,23.6,443.19,2024-01-01,2024-01-31,2024-01-01
INV-00186,463,SUB-0452,2024-01-01,2024-01-31,52.77,USD,pending,5,0.18,52.95,2024-01-01,2024-01-31,2024-01-01
INV-00187,119,SUB-0566,2024-01-01,2024-01-31,149.32,USD,paid,6,2.48,151.8,2024-01-01,2024-01-31,2024-01-01
INV-00188,393,SUB-0725,2024-01-01,2024-01-31,148.9,USD,paid,5,5.68,154.58,2024-01-01,2024-01-31,2024-01-01
INV-00189,464,SUB-0499,2024-01-01,2024-01-31,45.6,USD,paid,1,4.55,50.15,2024-01-01,2024-01-31,2024-01-01
INV-00190,498,SUB-0511,2024-01-01,2024-01-31,394.2,USD,paid,6,15.12,409.32,2024-01-01,2024-01-31,2024-01-01
INV-00191,414,SUB-0038,2024-01-01,2024-01-31,141.75,USD,paid,5,0.07,141.82,2024-01-01,2024-01-31,2024-01-01
INV-00192,446,SUB-0389,2024-01-01,2024-01-31,399.48,USD,paid,5,4.07,403.55,2024-01-01,2024-01-31,2024-01-01
INV-00193,279,SUB-0158,2024-01-01,2024-01-31,146.35,USD,disputed,6,6.36,152.71,2024-01-01,2024-01-31,2024-01-01
INV-00194,481,SUB-0451,2024-01-01,2024-01-31,52.29,USD,paid,7,4.57,56.86,2024-01-01,2024-01-31,2024-01-01
INV-00195,266,SUB-0507,2024-01-01,2024-01-31,152.81,USD,paid,6,7.99,160.8,2024-01-01,2024-01-31,2024-01-01
INV-00196,058,SUB-0120,2024-01-01,2024-01-31,417.67,USD,paid,4,23.45,441.12,2024-01-01,2024-01-31,2024-01-01
INV-00197,372,SUB-0059,2024-01-01,2024-01-31,401.71,USD,paid,1,13.68,415.39,2024-01-01,2024-01-31,2024-01-01
