payment_id,invoice_id,customer_id,amount,payment_method,payment_date,status,transaction_ref,processor_fee,net_amount
PAY-73058,INV-01134,004,43.56,credit_card,2024-02-16T19:15:11-05:00,pending,TXN-CCQRJXHETJ,0.0,43.56
PAY-73059,INV-00841,066,133.48,ach,2024-02-10T19:44:17-05:00,completed,dbeeaacc-bc2a-4cc6-9f8c-2e81a48ae6ca,0.67,132.81
PAY-73060,INV-00594,067,129.54,wire,2024-02-27T18:10:17-05:00,completed,TXN-IQNDRPIIGM,0.13,129.41
PAY-73061,INV-00391,404,43.39,wire,2024-02-21T05:11:49-05:00,completed,ff865f11-b535-4727-a3d8-23e2fd7391c3,0.04,43.35
PAY-73062,INV-01265,101,41.82,credit_card,2024-02-28T08:32:30-05:00,completed,TXN-CBGEMELLCQ,1.21,40.61
PAY-73063,INV-01206,053,898.3,credit_card,2024-02-23T05:32:17-05:00,completed,adc1a677-6c38-4e45-8a62-66031a45ba67,26.05,872.25
PAY-73064,INV-00002,C471,143.29,ach,2024-02-02T00:14:37-05:00,completed,9a91116e-e879-41bf-9ea7-0db1fb2414f4,0.72,142.57
PAY-73065,INV-00697,046,129.93,wire,2024-02-10T04:38:41-05:00,completed,758d394d-8124-474a-bc42-8b383fb49c18,0.13,129.8
PAY-73066,INV-00830,016,45.38,check,2024-02-28T01:08:57-05:00,completed,4e315586-4701-45ac-b1be-f34ad17beabd,0.0,45.38
PAY-73067,INV-00513,424,141.53,wire,2024-02-05T12:16:05-05:00,completed,06c70b30-ef33-4c5c-910c-28260514a6a4,0.14,141.39
PAY-73068,INV-00866,100,466.03,wire,2024-02-20T02:38:22-05:00,completed,TXN-XHWYQALVAF,0.47,465.56
PAY-73069,INV-01242,459,831.28,ach,2024-02-17T18:50:28-05:00,completed,6273582b-cf10-4205-800e-bcb93095289d,4.16,827.12
PAY-73070,INV-00591,011,189.47,ach,2024-02-10T23:12:53-05:00,failed,TXN-LWHPLJHRIB,0.0,189.47
PAY-73071,INV-00244,137,372.16,check,2024-02-04T18:43:02-05:00,completed,2735faea-ba02-466a-8f6d-3a77dc6919ab,0.0,372.16
PAY-73072,INV-00587,401,158.18,ach,2024-02-06T17:02:13-05:00,completed,3f498254-dfc6-400e-85d5-ae37909b3f42,0.79,157.39
PAY-73073,INV-00600,168,138.48,credit_card,2024-02-04T00:18:05-05:00,completed,1d401c55-945b-460a-8655-412f73acb6ec,4.02,134.46
PAY-73074,INV-00205,486,388.66,check,2024-02-05T01:30:21-05:00,completed,75ad1063-c914-4a9c-ba60-b2ad8d24ebcd,0.0,388.66
PAY-73075,INV-01004,023,48.6,check,2024-02-28T02:54:09-05:00,refunded,4d755e1a-47d2-470c-985e-a90aa793c415,0.0,48.6
PAY-73076,INV-01277,079,402.98,ach,2024-02-10T20:47:22-05:00,failed,TXN-AHKRHNHCWX,0.0,402.98
PAY-73077,INV-01028,317,48.74,ach,2024-02-23T05:47:52-05:00,completed,fe96a884-c4f7-485f-b039-e5030e60232a,0.24,48.5
PAY-73078,INV-00563,C070,399.61,check,2024-02-21T15:14:47-05:00,completed,0605e4a6-0b7c-4e0c-b354-2d70942c2a5f,0.0,399.61
PAY-73079,INV-00104,062,132.23,wire,2024-02-02T04:25:55-05:00,completed,96a7ae32-bacb-44a9-817c-c7d6ba5a1305,0.13,132.1
PAY-73080,INV-00270,C125,49.34,check,2024-02-26T17:07:40-05:00,completed,4e01ec85-b9f4-458d-a7ff-ffe9eaa75fa0,0.0,49.34
PAY-73081,INV-00150,150,41.62,credit_card,2024-02-03T16:13:38-05:00,completed,030b6da1-a3f8-4852-907d-304079a43b3d,1.21,40.41
PAY-73082,INV-01162,C210,159.57,check,2024-02-09T17:24:31-05:00,completed,881bf4f0-7370-4e36-aa75-faaff6e8607d,0.0,159.57
PAY-73083,INV-00227,426,53.72,check,2024-02-01T10:39:22-05:00,refunded,fbf008a5-4591-4199-b193-d8f9ede502c0,0.0,53.72
PAY-73084,INV-01249,088,127.87,check,2024-02-03T12:58:52-05:00,completed,decc972f-ceac-4c91-93a0-4512204c1431,0.0,127.87
PAY-73085,INV-00035,450,381.46,credit_card,2024-02-05T07:29:23-05:00,completed,95a60598-29aa-457f-9710-a235741b687a,11.06,370.4
PAY-73086,INV-00487,095,144.98,credit_card,2024-02-08T06:32:55-05:00,completed,b9a2f544-d64b-4027-82f4-0b801477f210,4.2,140.78
PAY-73087,INV-00849,429,138.0,credit_card,2024-02-26T17:38:01-05:00,completed,TXN-BDXLIDWMBN,4.0,134.0
PAY-73088,INV-00475,362,43.5,check,2024-02-03T00:33:33-05:00,completed,a33154a7-6370-47e2-bed3-76956fbe21da,0.0,43.5
PAY-73089,INV-00032,C144,145.39,credit_card,2024-02-08T02:13:16-05:00,completed,8ba74aaa-f1b2-4949-a55f-f352a6e66b66,4.22,141.17
PAY-73090,INV-00731,297,387.59,ach,2024-02-18T04:42:35-05:00,completed,47c8bfd9-65ef-45bd-b6cb-a64560708432,1.94,385.65
PAY-73091,INV-01294,296,330.31,ach,2024-02-08T19:22:01-05:00,pending,f88da47b-4927-4be9-ac32-4251b4cc1186,0.0,330.31
PAY-73092,INV-00543,C387,149.72,credit_card,2024-02-01T05:31:57-05:00,completed,c81f4d15-1819-4ec2-aa76-89ddbd6021cd,4.34,145.38
PAY-73093,INV-00357,478,145.52,check,2024-02-23T03:34:09-05:00,completed,06627061-ca1b-4cd7-832b-f7202be832d8,0.0,145.52
PAY-73094,INV-00367,389,37.5,check,2024-02-16T11:57:00-05:00,completed,TXN-MICPOGZEMT,0.0,37.5
PAY-73095,INV-01188,C403,45.56,check,2024-02-09T20:11:24-05:00,completed,ed2f3bf4-2dfd-45ad-9826-4b98bf6de705,0.0,45.56
PAY-73096,INV-01093,447,128.06,wire,2024-02-07T04:25:57-05:00,completed,371fc9e4-bd3a-424a-8b04-6b216f0976fd,0.13,127.93
PAY-73097,INV-00972,249,352.97,credit_card,2024-02-19T07:31:49-05:00,failed,a05fb31e-b1f4-4e4b-ad4e-5784c33c807c,0.0,352.97
PAY-73098,INV-00398,C438,159.42,check,2024-02-22T07:18:08-05:00,completed,fd970ce2-16a5-4482-b5e2-c9137c1ab43f,0.0,159.42
PAY-73099,INV-00228,181,160.7,ach,2024-02-04T10:27:45-05:00,completed,TXN-JEEHIPAZNE,0.8,159.9
PAY-73100,INV-00011,083,386.41,wire,2024-02-26T04:55:53-05:00,pending,TXN-QQRMDHTPUG,0.0,386.41
PAY-73101,INV-00298,007,967.66,credit_card,2024-02-17T11:39:44-05:00,completed,TXN-UICBQCOQBC,28.06,939.6
PAY-73102,INV-21191,CUST-250,2337.9,ach,2024-02-28T22:45:31-05:00,completed,4d04a8fa-b9b3-4892-a59c-59662bc40c26,11.69,2326.21
PAY-73103,INV-00251,463,126.27,ach,2024-02-09T21:14:55-05:00,completed,ab563d26-ba62-47e3-9bf2-7b84f8768aad,0.63,125.64
PAY-73104,INV-01303,390,136.88,credit_card,2024-02-18T15:17:35-05:00,pending,655aa316-4433-43ce-a079-d17d916a45d1,0.0,136.88
PAY-73105,INV-00198,426,51.47,check,2024-02-12T16:10:56-05:00,completed,6ab37764-de68-452f-9eec-0042b0e20987,0.0,51.47
PAY-73106,INV-00445,450,376.96,credit_card,2024-02-25T12:26:07-05:00,completed,d90834ce-430e-4860-b02d-fb6bcf2392e0,10.93,366.03
PAY-73107,INV-01341,261,41.28,credit_card,2024-02-07T18:37:44-05:00,completed,ab43c638-b270-459b-a4cb-341de37dfe17,1.2,40.08
PAY-73108,INV-00601,393,89.18,check,2024-02-08T18:12:32-05:00,completed,a2f2cc58-82f2-4549-b5f4-24e8e7fa59fa,0.0,89.18
PAY-73109,INV-00491,179,475.89,credit_card,2024-02-29T16:53:56-05:00,completed,fb018cc9-bb44-485b-a820-2e20c0903c89,13.8,462.09
PAY-73110,INV-01300,119,42.9,check,2024-02-29T06:15:36-05:00,completed,TXN-NCXWXPLMFI,0.0,42.9
PAY-73111,INV-01040,361,50.31,ach,2024-02-22T09:23:43-05:00,completed,39b3f96a-93d4-4cfa-8cb0-f03b0e99b532,0.25,50.06
PAY-73112,INV-01027,362,369.35,check,2024-02-03T17:09:22-05:00,completed,TXN-MPNNPZDJTS,0.0,369.35
PAY-73113,INV-00837,359,156.15,credit_card,2024-02-16T18:38:22-05:00,completed,2614ba78-0839-403e-807c-29e2f1828e08,4.53,151.62
PAY-73114,INV-01305,139,245.71,ach,2024-02-19T05:32:21-05:00,completed,6344cfb4-f2c8-4ca6-8658-120205ec8a33,1.23,244.48
PAY-73115,INV-00248,114,127.01,ach,2024-02-07T09:22:08-05:00,completed,d7f6f017-1cef-4fc0-a0e5-6b1f3d94baaf,0.64,126.37
PAY-73116,INV-00497,017,151.81,wire,2024-02-14T15:55:22-05:00,refunded,00e1a4f9-364e-4da8-b665-15bf4d8056fc,0.0,151.81
PAY-73117,INV-01299,C013,376.98,wire,2024-02-16T01:42:51-05:00,completed,14374b53-02d5-43aa-9ea7-f1296de31dda,0.38,376.6
PAY-73118,INV-00993,C095,148.96,ach,2024-02-04T11:18:52-05:00,completed,8811a7ad-4453-48ae-b152-dcb3584ae9cf,0.74,148.22
PAY-73119,INV-00411,413,477.13,credit_card,2024-02-07T06:26:48-05:00,completed,TXN-FSBJYSOKSK,13.84,463.29
PAY-73120,INV-00128,114,369.19,check,2024-02-19T12:25:03-05:00,completed,TXN-PDUBADAFQZ,0.0,369.19
PAY-73121,INV-00844,C247,487.02,check,2024-02-19T09:37:48-05:00,completed,e5aeedc8-c8dd-4588-8b61-96eefc6eb81b,0.0,487.02
PAY-73122,INV-01394,204,145.24,credit_card,2024-02-06T17:12:04-05:00,completed,TXN-YPIFTDXLKN,4.21,141.03
PAY-73123,INV-00652,224,143.24,ach,2024-02-06T20:37:31-05:00,completed,TXN-GNAJCGBGTE,0.72,142.52
PAY-73124,INV-01045,267,395.35,credit_card,2024-02-07T02:33:13-05:00,completed,e948f1af-2146-41b5-b864-b15a99f2f1e9,11.47,383.88
PAY-73125,INV-00145,249,210.26,check,2024-02-06T15:14:13-05:00,completed,TXN-SKMQEFVKDM,0.0,210.26
PAY-73126,INV-00701,342,136.8,credit_card,2024-02-20T20:28:22-05:00,pending,TXN-TEUWRUGHQI,0.0,136.8
PAY-73127,INV-00950,480,361.44,check,2024-02-28T00:48:15-05:00,failed,954c99f1-0716-449b-8e10-379e8dba2844,0.0,361.44
PAY-73128,INV-00412,039,39.83,credit_card,2024-02-10T22:16:43-05:00,completed,8321b32c-2af9-489f-add3-dd1b09fe7e2f,1.16,38.67
PAY-73129,INV-00655,392,134.82,credit_card,2024-02-08T14:41:05-05:00,completed,e001d599-2ef3-4e20-be49-aebf074ce09a,3.91,130.91
PAY-73130,INV-00901,209,141.29,credit_card,2024-02-13T12:18:50-05:00,completed,b53bec05-cc19-465b-a905-464766c2830c,4.1,137.19
PAY-73131,INV-00259,361,49.1,credit_card,2024-02-16T16:19:18-05:00,completed,447879a7-0b7d-48dc-a69d-d2834b3b8852,1.42,47.68
PAY-73132,INV-00370,027,41.92,check,2024-02-22T00:57:52-05:00,completed,TXN-VASRQDSLMX,0.0,41.92
PAY-73133,INV-00291,162,953.13,credit_card,2024-02-11T02:06:38-05:00,pending,TXN-QJIUKRZMOX,0.0,953.13
PAY-73134,INV-01304,184,45.68,check,2024-02-14T11:53:56-05:00,failed,a7274f6d-7780-40d9-bc35-21045377e35c,0.0,45.68
PAY-73135,INV-01051,165,47.46,check,2024-02-08T07:25:37-05:00,completed,57eba114-c57a-4c45-ae94-a29253075633,0.0,47.46
PAY-73136,INV-00840,152,49.15,ach,2024-02-15T12:23:14-05:00,completed,TXN-RNNULALXAG,0.25,48.9
PAY-73137,INV-00662,003,41.85,credit_card,2024-02-03T13:19:49-05:00,completed,96bfbc35-43c7-4a30-b15c-444b799276b6,1.21,40.64
PAY-73138,INV-00158,458,363.84,ach,2024-02-15T06:52:46-05:00,completed,TXN-FDZHETUGRK,1.82,362.02
PAY-73139,INV-00019,061,43.34,check,2024-02-28T05:23:18-05:00,completed,45fcf439-002f-499c-a8e3-e9b9f9aa71be,0.0,43.34
PAY-73140,INV-00941,348,137.88,check,2024-02-28T20:11:55-05:00,completed,TXN-PNJIYDKOLC,0.0,137.88
PAY-73141,INV-00077,294,122.76,ach,2024-02-16T13:29:11-05:00,completed,57010996-e21d-4b13-a2a9-3b06cb8f092a,0.61,122.15
PAY-73142,INV-01147,153,451.29,wire,2024-02-05T14:11:16-05:00,completed,TXN-XPLTVZSTMP,0.45,450.84
PAY-73143,INV-00113,386,134.25,credit_card,2024-02-22T02:55:11-05:00,completed,67a9bdc6-b997-4da7-aee6-197976a14a3c,3.89,130.36
PAY-73144,INV-00650,143,380.03,wire,2024-02-05T16:37:36-05:00,completed,a779456b-e8b6-40d1-a00e-0f8b5fb4fe8c,0.38,379.65
PAY-73145,INV-01284,296,366.14,wire,2024-02-11T15:54:18-05:00,completed,d8dcfac0-cb49-4a26-8e05-58fa7024fada,0.37,365.77
PAY-73146,INV-01189,332,126.66,check,2024-02-12T16:46:01-05:00,completed,TXN-MIPQQUTAXJ,0.0,126.66
PAY-73147,INV-01251,363,309.21,wire,2024-02-22T13:06:23-05:00,completed,fa66012d-4359-4d74-89c4-8053fcc72609,0.31,308.9
PAY-73148,INV-00701,342,155.64,wire,2024-02-10T22:15:03-05:00,completed,6c35bcf4-a3e6-4d9d-83e2-2b31150e4ac0,0.16,155.48
PAY-73149,INV-01212,152,46.39,wire,2024-02-07T04:34:35-05:00,pending,TXN-SCQWNTNOMW,0.0,46.39
PAY-73150,INV-00463,184,134.12,ach,2024-02-19T13:51:18-05:00,completed,9b39549b-c4b2-455d-a0a2-a7fac71d44a3,0.67,133.45
PAY-73151,INV-01310,446,368.73,ach,2024-02-02T00:40:56-05:00,completed,267fc103-ebf5-4f2b-8497-973141c7cc0d,1.84,366.89
PAY-73152,INV-00130,494,381.01,check,2024-02-10T09:46:33-05:00,completed,cc3ce19e-8456-445c-b306-c475c26c420a,0.0,381.01
PAY-73153,INV-01214,C027,45.25,ach,2024-02-17T07:29:05-05:00,completed,1d9e734b-70f9-4f62-89ab-d85fbf556831,0.23,45.02
PAY-73154,INV-01240,314,898.93,wire,2024-02-23T03:52:13-05:00,pending,b4a9310a-fc84-465f-89dc-ac2f4d07e5f6,0.0,898.93
PAY-73155,INV-00132,184,117.95,credit_card,2024-02-12T22:14:59-05:00,completed,9143ae50-877d-46af-ae5b-f314fd422362,3.42,114.53
PAY-73156,INV-00546,C362,318.52,check,2024-02-13T17:38:25-05:00,completed,ec83117e-d61e-48e8-a566-2cddd422a229,0.0,318.52
PAY-73157,INV-01237,064,43.49,credit_card,2024-02-23T15:32:27-05:00,completed,f46fad2b-21e0-4b84-9ca9-eb15501bb422,1.26,42.23
PAY-73158,INV-01145,228,1002.62,wire,2024-02-24T22:04:16-05:00,completed,7881aedf-ff13-4551-968f-fdea301f5ff8,1.0,1001.62
PAY-73159,INV-00800,149,150.79,check,2024-02-12T04:49:06-05:00,completed,TXN-HCRVCRFHUR,0.0,150.79
PAY-73160,INV-00850,349,373.36,ach,2024-02-06T16:24:17-05:00,completed,49493ad3-b329-4765-9881-e7e00a4bce93,1.87,371.49
PAY-73161,INV-00830,016,47.72,check,2024-02-19T03:48:14-05:00,completed,ea44f7a4-4974-4ef0-add7-2854e210cd05,0.0,47.72
PAY-73162,INV-00269,463,48.33,credit_card,2024-02-27T04:50:32-05:00,completed,2dbe833a-347e-4ff1-98b5-e6ac33191992,1.4,46.93
PAY-73163,INV-00758,C095,156.69,wire,2024-02-07T04:08:23-05:00,failed,351d9138-0bae-4cc6-b5e2-c9a9c3071860,0.0,156.69
PAY-73164,INV-00733,186,204.71,ach,2024-02-18T03:51:59-05:00,completed,TXN-SSQFNAGLSF,1.02,203.69
PAY-73165,INV-00673,452,249.48,ach,2024-02-20T14:22:31-05:00,completed,TXN-ECGAJWEMDJ,1.25,248.23
PAY-73166,INV-00940,062,298.65,credit_card,2024-02-21T04:18:49-05:00,completed,214c7b61-55e9-4004-bb84-6a84350b4f45,8.66,289.99
PAY-73167,INV-00495,485,38.98,ach,2024-02-04T20:40:45-05:00,pending,bc169628-6f62-499f-bd7e-042267b37cdf,0.0,38.98
PAY-73168,INV-00188,264,142.95,check,2024-02-19T08:51:28-05:00,completed,fbf2fcca-6525-4658-ad05-e0b3d03b52d3,0.0,142.95
PAY-73169,INV-00725,249,45.61,check,2024-02-12T19:15:24-05:00,completed,TXN-KOJVONMHHP,0.0,45.61
PAY-73170,INV-00982,117,153.38,check,2024-02-18T09:57:46-05:00,completed,533d5af4-9292-4285-97e5-bdde245abc3b,0.0,153.38
PAY-73171,INV-00767,134,100.12,credit_card,2024-02-17T19:29:16-05:00,completed,c76b0a15-582b-4aea-bef0-c3910ec405b6,2.9,97.22
PAY-73172,INV-00561,047,987.2,credit_card,2024-02-25T10:18:05-05:00,completed,07b81a14-8066-41f8-9c63-45afeb54658f,28.63,958.57
PAY-73173,INV-00083,190,381.84,ach,2024-02-28T04:06:28-05:00,completed,c21a300f-2d82-47ee-95b8-c6ddc3a07060,1.91,379.93
PAY-73174,INV-00502,004,45.41,ach,2024-02-07T01:08:10-05:00,completed,bced0734-5438-4124-b298-95b58f6d742a,0.23,45.18
PAY-73175,INV-00371,414,135.11,credit_card,2024-02-11T20:57:57-05:00,completed,4640749b-c355-4d6e-b24a-9fe9d2256429,3.92,131.19
PAY-73176,INV-00727,125,131.05,ach,2024-02-19T00:06:55-05:00,completed,a0a44dab-4034-4af2-b94a-d8a331e1f2dc,0.66,130.39
PAY-73177,INV-01145,228,1019.04,ach,2024-02-01T04:01:00-05:00,completed,TXN-ESZOPOVFYD,5.1,1013.94
PAY-73178,INV-00293,120,43.8,ach,2024-02-24T23:12:32-05:00,completed,TXN-WTRLOVQZTR,0.22,43.58
PAY-73179,INV-00474,314,971.77,credit_card,2024-02-09T23:17:44-05:00,completed,TXN-QHVDTZOBIF,28.18,943.59
PAY-73180,INV-00903,296,371.98,wire,2024-02-23T16:56:15-05:00,completed,TXN-NRAUYTHOOU,0.37,371.61
PAY-73181,INV-01077,337,126.96,check,2024-02-13T04:54:31-05:00,completed,b748ac6c-60b3-4e0f-94db-72a712a58e81,0.0,126.96
PAY-73182,INV-00943,370,141.08,ach,2024-02-28T02:06:12-05:00,pending,TXN-IYGPYFRNMV,0.0,141.08
PAY-73183,INV-00429,149,152.03,ach,2024-02-10T23:40:29-05:00,failed,f5103eeb-06da-401b-9124-f87d1b2f2d2d,0.0,152.03
PAY-73184,INV-00875,145,373.21,credit_card,2024-02-12T01:37:16-05:00,completed,630a42f7-dcdd-41f4-8228-ef29851a1f76,10.82,362.39
PAY-73185,INV-00167,314,339.43,ach,2024-02-23T09:47:25-05:00,completed,TXN-YGQTYFJKHD,1.7,337.73
PAY-73186,INV-00552,145,135.07,check,2024-02-11T11:10:41-05:00,completed,7a8b1ead-c8b0-41f9-91f0-c58ffaec6227,0.0,135.07
PAY-73187,INV-01262,031,224.46,wire,2024-02-27T18:35:30-05:00,completed,7ffe1fc1-05d9-457e-8dbd-d007f721c5b0,0.22,224.24
PAY-73188,INV-00629,266,907.53,wire,2024-02-23T14:50:26-05:00,completed,6778fbf8-4953-48b0-99c5-34a69c7a4593,0.91,906.62
PAY-73189,INV-01181,438,136.96,check,2024-02-13T00:03:16-05:00,failed,7d57b559-3f8b-40c2-9a26-82929c1d1c8c,0.0,136.96
PAY-73190,INV-00179,429,141.14,check,2024-02-08T17:40:49-05:00,completed,14067051-7838-4fe1-83d9-df3f71089a1b,0.0,141.14
PAY-73191,INV-00754,462,47.97,wire,2024-02-07T12:05:54-05:00,completed,d03614d1-f932-464f-a9d9-5ddc8b726398,0.05,47.92
PAY-73192,INV-00359,247,44.46,ach,2024-02-05T03:12:48-05:00,completed,TXN-DFBMLMFQHJ,0.22,44.24
PAY-73193,INV-00316,145,373.0,credit_card,2024-02-15T02:37:38-05:00,pending,TXN-YDXYNPXGFY,0.0,373.0
PAY-73194,INV-00883,117,299.6,credit_card,2024-02-17T19:21:25-05:00,refunded,de0b5e5a-838a-4f9d-9c37-f3753b5af83b,0.0,299.6
PAY-73195,INV-01302,398,140.16,wire,2024-02-20T16:01:36-05:00,completed,ae7dc48f-6a09-4be3-b283-cfd35a2924e4,0.14,140.02
PAY-73196,INV-00332,469,129.89,check,2024-02-15T07:59:40-05:00,completed,b9598509-162d-47a2-bb58-3789455d56ab,0.0,129.89
PAY-73197,INV-00351,218,146.32,credit_card,2024-02-13T14:36:56-05:00,completed,TXN-KYTMBOOOVL,4.24,142.08
PAY-73198,INV-01241,136,335.93,credit_card,2024-02-03T19:37:53-05:00,refunded,844d820a-8859-45f2-b84d-6f7dbbd3e77c,0.0,335.93
PAY-73199,INV-00728,475,40.8,check,2024-02-22T18:10:47-05:00,completed,86139b7b-2b67-4d41-a65d-1d24103822b8,0.0,40.8
PAY-73200,INV-00563,070,349.42,ach,2024-02-09T11:48:44-05:00,pending,e70f5a41-59e3-4475-92ef-92728566baf6,0.0,349.42
PAY-73201,INV-00101,086,354.41,check,2024-02-19T14:01:49-05:00,failed,c8805756-8540-4a8c-a17a-8e3503f2ae79,0.0,354.41
PAY-73202,INV-00608,247,59.03,ach,2024-02-05T03:32:48-05:00,completed,ca72cf08-3cb0-4fa5-8a5d-224aba05193f,0.3,58.73
PAY-73203,INV-00614,365,370.69,credit_card,2024-01-31T23:15:46-05:00,completed,376d5cf7-3e57-498f-baa6-8fc3f4f1bee3,10.75,359.94
PAY-73204,INV-00332,469,134.81,check,2024-02-29T18:43:01-05:00,completed,TXN-QKIWBKLHBJ,0.0,134.81
PAY-73205,INV-00807,450,364.65,credit_card,2024-02-10T14:11:45-05:00,refunded,a6cd756f-8e65-4b15-aa85-8827481eaac6,0.0,364.65
PAY-73206,INV-00135,234,53.17,credit_card,2024-02-01T06:45:19-05:00,completed,TXN-LSOEAJTQAW,1.54,51.63
PAY-73207,INV-00715,453,147.99,credit_card,2024-02-10T10:44:37-05:00,completed,43c42b0c-5c9a-4a7f-9e42-1541054fbe06,4.29,143.7
PAY-73208,INV-00347,314,355.73,wire,2024-02-23T00:32:21-05:00,completed,d39aaabb-7a58-43fb-a08c-5c51828e1b8b,0.36,355.37
PAY-73209,INV-00234,370,316.74,wire,2024-02-13T23:54:00-05:00,completed,TXN-BDKAUFFMLS,0.32,316.42
PAY-73210,INV-00659,345,47.45,ach,2024-02-01T07:25:43-05:00,completed,TXN-FEXHTRIJDZ,0.24,47.21
PAY-73211,INV-00631,136,43.72,check,2024-02-06T14:42:55-05:00,pending,003735d6-20a3-4ab1-adc4-46a3c104c1e0,0.0,43.72
PAY-73212,INV-00320,216,379.36,check,2024-02-14T00:51:32-05:00,completed,96087a90-6dd2-496b-882c-efb5388ef8e5,0.0,379.36
PAY-73213,INV-00564,022,46.27,wire,2024-02-09T18:55:07-05:00,completed,82740e52-dafd-40ff-b987-1f29b693986d,0.05,46.22
PAY-73214,INV-00974,314,81.62,wire,2024-02-27T11:58:32-05:00,completed,TXN-AHLPEANSDL,0.08,81.54
PAY-73215,INV-00473,138,903.34,check,2024-02-14T11:42:12-05:00,completed,TXN-YPKICLIUDS,0.0,903.34
PAY-73216,INV-00342,186,166.03,wire,2024-02-13T05:26:49-05:00,completed,TXN-MSZOKVELRA,0.17,165.86
PAY-73217,INV-01034,065,45.92,check,2024-02-13T16:29:49-05:00,completed,02a9834f-a910-4119-b913-18f8b0a3f4b8,0.0,45.92
PAY-73218,INV-00202,095,134.31,ach,2024-02-29T04:40:00-05:00,completed,TXN-VLYFXJVMTE,0.67,133.64
PAY-73219,INV-00205,486,372.67,check,2024-02-19T13:15:30-05:00,completed,cd332af1-3b8b-474d-b781-c632e1f2a57f,0.0,372.67
PAY-73220,INV-00990,084,51.35,wire,2024-02-24T11:34:16-05:00,completed,493a7c6b-621e-4179-b4d2-328eacd02039,0.05,51.3
PAY-73221,INV-01325,050,414.61,wire,2024-02-03T05:59:16-05:00,failed,TXN-IEAHRMUSHE,0.0,414.61
PAY-73222,INV-00093,120,404.63,wire,2024-02-17T04:36:06-05:00,completed,TXN-BTCAINIQFZ,0.4,404.23
PAY-73223,INV-00458,043,45.79,ach,2024-02-02T05:17:33-05:00,completed,b9c8c2e0-d74e-401a-9c75-980c4bec98a9,0.23,45.56
PAY-73224,INV-00121,482,48.67,check,2024-02-16T17:54:46-05:00,completed,ddd14fe0-da0c-4198-a537-5b540eecc30b,0.0,48.67
PAY-73225,INV-01258,393,128.8,check,2024-02-15T08:51:51-05:00,completed,TXN-FHDCHHHNSW,0.0,128.8
PAY-73226,INV-00674,261,42.44,check,2024-02-25T11:46:01-05:00,completed,TXN-AFFHXPOGEG,0.0,42.44
