invoice_id,customer_id,subscription_id,invoice_date,due_date,amount,currency,status,line_items_count,tax_amount,total_amount,period_start,period_end,created_at
INV-00070,274,SUB-0057,2024-02-01,2024-03-02,949.96,USD,overdue,5,1.69,951.65,2024-02-01,2024-02-29,2024-02-01
INV-00071,245,SUB-0729,2024-02-01,2024-03-02,143.69,USD,paid,7,9.07,152.76,2024-02-01,2024-02-29,2024-02-01
INV-00072,359,SUB-0212,2024-02-01,2024-03-02,163.56,USD,paid,4,13.7,177.26,2024-02-01,2024-02-29,2024-02-01
INV-00073,017,SUB-0787,2024-02-01,2024-03-02,158.38,USD,paid,7,5.91,164.29,2024-02-01,2024-02-29,2024-02-01
INV-00074,141,SUB-0314,2024-02-01,2024-03-02,1070.62,USD,paid,2,103.79,1174.41,2024-02-01,2024-02-29,2024-02-01
INV-00075,389,SUB-0402,2024-02-01,2024-03-02,44.11,USD,paid,5,0.77,44.88,2024-02-01,2024-02-29,2024-02-01
INV-00076,088,SUB-0259,2024-02-01,2024-03-02,144.12,USD,pending,2,2.04,146.16,2024-02-01,2024-02-29,2024-02-01
INV-00077,294,SUB-0260,2024-02-01,2024-03-02,141.49,USD,paid,6,7.68,149.17,2024-02-01,2024-02-29,2024-02-01
INV-00078,023,SUB-0397,2024-02-01,2024-03-02,0.0,USD,paid,4,0.0,0.0,2024-02-01,2024-02-29,2024-02-01
INV-00079,222,SUB-0800,2024-02-01,2024-03-02,375.19,USD,paid,1,12.12,387.31,2024-02-01,2024-02-29,2024-02-01
INV-00080,209,SUB-0572,2024-02-01,2024-03-02,0.0,USD,void,3,0.0,0.0,2024-02-01,2024-02-29,2024-02-01
INV-00081,219,SUB-0756,2024-02-01,2024-03-02,0.0,USD,paid,2,0.0,0.0,2024-02-01,2024-02-29,2024-02-01
INV-00082,363,SUB-0676,2024-02-01,2024-03-02,44.24,USD,paid,3,0.2,44.44,2024-02-01,2024-02-29,2024-02-01
INV-00083,190,SUB-0379,2024-02-01,2024-03-02,427.34,USD,paid,4,16.83,444.17,2024-02-01,2024-02-29,2024-02-01
INV-00084,342,SUB-0060,2024-02-01,2024-03-02,151.61,USD,paid,3,3.35,154.96,2024-02-01,2024-02-29,2024-02-01
INV-00085,061,SUB-0784,2024-02-01,2024-03-02,47.2,USD,paid,4,0.5,47.7,2024-02-01,2024-02-29,2024-02-01
INV-00086,444,SUB-0035,2024-02-01,2024-03-02,0.0,USD,disputed,7,0.0,0.0,2024-02-01,2024-02-29,2024-02-01
INV-00087,362,SUB-0681,2024-02-01,2024-03-02,-49.66,USD,paid,1,0.0,-49.66,2024-02-01,2024-02-29,2024-02-01
INV-00088,498,SUB-0511,2024-02-01,2024-03-02,394.2,USD,paid,4,23.66,417.86,2024-02-01,2024-02-29,2024-02-01
INV-00089,258,SUB-0608,2024-02-01,2024-03-02,49.54,USD,paid,3,4.23,53.77,2024-02-01,2024-02-29,2024-02-01
INV-00090,366,SUB-0317,2024-02-01,2024-03-02,143.4,USD,overdue,5,8.37,151.77,2024-02-01,2024-02-29,2024-02-01
INV-00091,375,SUB-0463,2024-02-01,2024-03-02,392.6,USD,paid,2,30.19,422.79,2024-02-01,2024-02-29,2024-02-01
INV-00092,401,SUB-0591,2024-02-01,2024-03-02,159.88,USD,pending,4,12.94,172.82,2024-02-01,2024-02-29,2024-02-01
INV-00093,120,SUB-0806,2024-02-01,2024-03-02,414.63,USD,paid,1,17.09,431.72,2024-02-01,2024-02-29,2024-02-01
INV-00094,469,SUB-0286,2024-02-01,2024-03-02,46.54,USD,overdue,3,0.57,47.11,2024-02-01,2024-02-29,2024-02-01
INV-00095,452,SUB-0592,2024-02-01,2024-03-02,434.99,USD,paid,2,41.34,476.33,2024-02-01,2024-02-29,2024-02-01
INV-00096,047,SUB-0033,2024-02-01,2024-03-02,147.46,USD,overdue,2,3.16,150.62,2024-02-01,2024-02-29,2024-02-01
INV-00097,336,SUB-0641,2024-02-01,2024-03-02,0.0,USD,paid,3,0.0,0.0,2024-02-01,2024-02-29,2024-02-01
INV-00098,385,SUB-0320,2024-02-01,2024-03-02,1019.81,USD,pending,5,57.4,1077.21,2024-02-01,2024-02-29,2024-02-01
INV-00099,168,SUB-0487,2024-02-01,2024-03-02,149.34,USD,overdue,5,10.79,160.13,2024-02-01,2024-02-29,2024-02-01
INV-00100,463,SUB-0586,2024-02-01,2024-03-02,958.05,USD,paid,2,29.66,987.71,2024-02-01,2024-02-29,2024-02-01
INV-00101,086,SUB-0704,2024-02-01,2024-03-02,383.07,USD,paid,1,33.06,416.13,2024-02-01,2024-02-29,2024-02-01
INV-00102,383,SUB-0801,2024-02-01,2024-03-02,0.0,USD,paid,4,0.0,0.0,2024-02-01,2024-02-29,2024-02-01
INV-00103,247,SUB-0235,2024-02-01,2024-03-02,0.0,USD,paid,7,0.0,0.0,2024-02-01,2024-02-29,2024-02-01
INV-00104,062,SUB-0436,2024-02-01,2024-03-02,138.29,USD,paid,7,13.1,151.39,2024-02-01,2024-02-29,2024-02-01
INV-00105,427,SUB-0146,2024-02-01,2024-03-02,147.92,USD,overdue,2,9.07,156.99,2024-02-01,2024-02-29,2024-02-01
INV-00106,470,SUB-0181,2024-02-01,2024-03-02,142.6,USD,paid,4,3.43,146.03,2024-02-01,2024-02-29,2024-02-01
INV-00107,390,SUB-0598,2024-02-01,2024-03-02,0.0,USD,paid,5,0.0,0.0,2024-02-01,2024-02-29,2024-02-01
INV-00108,060,SUB-0198,2024-02-01,2024-03-02,139.31,USD,paid,2,2.87,142.18,2024-02-01,2024-02-29,2024-02-01
INV-00109,044,SUB-0753,2024-02-01,2024-03-02,0.0,USD,overdue,2,0.0,0.0,2024-02-01,2024-02-29,2024-02-01
INV-00110,156,SUB-0400,2024-02-01,2024-03-02,429.24,USD,paid,4,2.6,431.84,2024-02-01,2024-02-29,2024-02-01
INV-00111,120,SUB-0097,2024-02-01,2024-03-02,135.51,USD,paid,1,3.24,138.75,2024-02-01,2024-02-29,2024-02-01
INV-00112,061,SUB-0784,2024-02-01,2024-03-02,47.2,USD,paid,6,3.52,50.72,2024-02-01,2024-02-29,2024-02-01
INV-00113,386,SUB-0173,2024-02-01,2024-03-02,147.6,USD,paid,6,3.92,151.52,2024-02-01,2024-02-29,2024-02-01
INV-00114,078,SUB-0533,2024-02-01,2024-03-02,145.61,USD,paid,6,1.06,146.67,2024-02-01,2024-02-29,2024-02-01
INV-00115,062,SUB-0386,2024-02-01,2024-03-02,137.38,USD,paid,4,3.76,141.14,2024-02-01,2024-02-29,2024-02-01
INV-00116,244,SUB-0282,2024-02-01,2024-03-02,51.02,USD,paid,4,1.59,52.61,2024-02-01,2024-02-29,2024-02-01
INV-00117,184,SUB-0628,2024-02-01,2024-03-02,141.95,USD,paid,5,5.8,147.75,2024-02-01,2024-02-29,2024-02-01
INV-00118,218,SUB-0155,2024-02-01,2024-03-02,0.0,USD,paid,2,0.0,0.0,2024-02-01,2024-02-29,2024-02-01
INV-00119,046,SUB-0695,2024-02-01,2024-03-02,159.86,USD,paid,4,0.26,160.12,2024-02-01,2024-02-29,2024-02-01
INV-00120,425,SUB-0650,2024-02-01,2024-03-02,46.08,USD,paid,2,1.78,47.86,2024-02-01,2024-02-29,2024-02-01
INV-00121,482,SUB-0337,2024-02-01,2024-03-02,50.74,USD,paid,5,0.18,50.92,2024-02-01,2024-02-29,2024-02-01
INV-00122,274,SUB-0057,2024-02-01,2024-03-02,949.96,USD,pending,1,37.61,987.57,2024-02-01,2024-02-29,2024-02-01
INV-00123,278,SUB-0113,2024-02-01,2024-03-02,0.0,USD,pending,4,0.0,0.0,2024-02-01,2024-02-29,2024-02-01
INV-00124,071,SUB-0241,2024-02-01,2024-03-02,407.8,USD,disputed,6,11.74,419.54,2024-02-01,2024-02-29,2024-02-01
INV-00125,480,SUB-0274,2024-02-01,2024-03-02,365.44,USD,pending,3,33.86,399.3,2024-02-01,2024-02-29,2024-02-01
INV-00126,344,SUB-0615,2024-02-01,2024-03-02,45.1,USD,paid,4,1.04,46.14,2024-02-01,2024-02-29,2024-02-01
INV-00127,061,SUB-0819,2024-02-01,2024-03-02,1032.55,USD,paid,2,79.24,1111.79,2024-02-01,2024-02-29,2024-02-01
INV-00128,114,SUB-0032,2024-02-01,2024-03-02,381.12,USD,paid,5,26.01,407.13,2024-02-01,2024-02-29,2024-02-01
INV-00129,134,SUB-0292,2024-02-01,2024-03-02,360.4,USD,paid,3,27.07,387.47,2024-02-01,2024-02-29,2024-02-01
INV-00130,494,SUB-0772,2024-02-01,2024-03-02,397.61,USD,paid,5,10.43,408.04,2024-02-01,2024-02-29,2024-02-01
INV-00131,320,SUB-0616,2024-02-01,2024-03-02,50.12,USD,disputed,1,2.8,52.92,2024-02-01,2024-02-29,2024-02-01
INV-00132,184,SUB-0201,2024-02-01,2024-03-02,136.51,USD,overdue,3,2.76,139.27,2024-02-01,2024-02-29,2024-02-01
INV-00133,394,SUB-0016,2024-02-01,2024-03-02,53.28,USD,paid,6,2.3,55.58,2024-02-01,2024-02-29,2024-02-01
INV-00134,283,SUB-0131,2024-02-01,2024-03-02,142.36,USD,paid,1,12.14,154.5,2024-02-01,2024-02-29,2024-02-01
INV-00135,234,SUB-0054,2024-02-01,2024-03-02,53.41,USD,paid,7,3.26,56.67,2024-02-01,2024-02-29,2024-02-01
INV-00136,480,SUB-0683,2024-02-01,2024-03-02,1074.51,USD,paid,7,37.72,1112.23,2024-02-01,2024-02-29,2024-02-01
INV-00137,397,SUB-0639,2024-02-01,2024-03-02,161.21,USD,paid,7,3.49,164.7,2024-02-01,2024-02-29,2024-02-01
INV-00138,060,SUB-0198,2024-02-01,2024-03-02,139.31,USD,paid,3,10.74,150.05,2024-02-01,2024-02-29,2024-02-01
INV-00139,152,SUB-0136,2024-02-01,2024-03-02,49.62,USD,overdue,2,1.15,50.77,2024-02-01,2024-02-29,2024-02-01
INV-00140,485,SUB-0797,2024-02-01,2024-03-02,52.71,USD,paid,6,2.17,54.88,2024-02-01,2024-02-29,2024-02-01
INV-00141,217,SUB-0005,2024-02-01,2024-03-02,1084.94,USD,paid,2,10.1,1095.04,2024-02-01,2024-02-29,2024-02-01
INV-00142,127,SUB-0696,2024-02-01,2024-03-02,142.69,USD,pending,6,2.36,145.05,2024-02-01,2024-02-29,2024-02-01
INV-00143,328,SUB-0123,2024-02-01,2024-03-02,45.5,USD,paid,4,2.17,47.67,2024-02-01,2024-02-29,2024-02-01
INV-00144,492,SUB-0141,2024-02-01,2024-03-02,1000.44,USD,paid,6,80.65,1081.09,2024-02-01,2024-02-29,2024-02-01
INV-00145,249,SUB-0055,2024-02-01,2024-03-02,0.0,USD,paid,7,0.0,0.0,2024-02-01,2024-02-29,2024-02-01
INV-00146,241,SUB-0644,2024-02-01,2024-03-02,134.46,USD,paid,7,4.4,138.86,2024-02-01,2024-02-29,2024-02-01
INV-00147,241,SUB-0644,2024-02-01,2024-03-02,134.46,USD,void,2,10.7,145.16,2024-02-01,2024-02-29,2024-02-01
INV-00148,134,SUB-0292,2024-02-01,2024-03-02,360.4,USD,paid,2,10.5,370.9,2024-02-01,2024-02-29,2024-02-01
INV-00149,372,SUB-0059,2024-02-01,2024-03-02,401.71,USD,paid,3,13.63,415.34,2024-02-01,2024-02-29,2024-02-01
INV-00150,150,SUB-0263,2024-02-01,2024-03-02,45.9,USD,paid,3,3.94,49.84,2024-02-01,2024-02-29,2024-02-01
INV-00151,165,SUB-0646,2024-02-01,2024-03-02,49.2,USD,paid,4,1.21,50.41,2024-02-01,2024-02-29,2024-02-01
INV-00152,343,SUB-0636,2024-02-01,2024-03-02,135.35,USD,paid,7,11.37,146.72,2024-02-01,2024-02-29,2024-02-01
INV-00153,026,SUB-0584,2024-02-01,2024-03-02,139.66,USD,pending,7,2.02,141.68,2024-02-01,2024-02-29,2024-02-01
INV-00154,222,SUB-0800,2024-02-01,2024-03-02,375.19,USD,void,5,15.42,390.61,2024-02-01,2024-02-29,2024-02-01
INV-00155,251,SUB-0021,2024-02-01,2024-03-02,-142.26,USD,paid,7,0.0,-142.26,2024-02-01,2024-02-29,2024-02-01
INV-00156,227,SUB-0506,2024-02-01,2024-03-02,142.44,USD,paid,5,10.24,152.68,2024-02-01,2024-02-29,2024-02-01
INV-00157,216,SUB-0795,2024-02-01,2024-03-02,418.16,USD,paid,4,22.31,440.47,2024-02-01,2024-02-29,2024-02-01
INV-00158,458,SUB-0814,2024-02-01,2024-03-02,398.91,USD,paid,3,13.11,412.02,2024-02-01,2024-02-29,2024-02-01
INV-00159,205,SUB-0144,2024-02-01,2024-03-02,998.86,USD,paid,7,63.09,1061.95,2024-02-01,2024-02-29,2024-02-01
INV-00160,447,SUB-0048,2024-02-01,2024-03-02,148.47,USD,paid,2,8.04,156.51,2024-02-01,2024-02-29,2024-02-01
INV-00161,120,SUB-0806,2024-02-01,2024-03-02,414.63,USD,paid,1,37.63,452.26,2024-02-01,2024-02-29,2024-02-01
INV-00162,278,SUB-0308,2024-02-01,2024-03-02,369.38,USD,paid,7,22.63,392.01,2024-02-01,2024-02-29,2024-02-01
INV-00163,064,SUB-0221,2024-02-01,2024-03-02,418.08,USD,paid,6,20.85,438.93,2024-02-01,2024-02-29,2024-02-01
INV-00164,218,SUB-0354,2024-02-01,2024-03-02,146.65,USD,paid,3,1.2,147.85,2024-02-01,2024-02-29,2024-02-01
INV-00165,077,SUB-0536,2024-02-01,2024-03-02,46.13,USD,paid,4,0.94,47.07,2024-02-01,2024-02-29,2024-02-01
INV-00166,383,SUB-0801,2024-02-01,2024-03-02,0.0,USD,paid,2,0.0,0.0,2024-02-01,2024-02-29,2024-02-01
INV-00167,314,SUB-0240,2024-02-01,2024-03-02,369.22,USD,paid,2,33.31,402.53,2024-02-01,2024-02-29,2024-02-01
INV-00168,119,SUB-0327,2024-02-01,2024-03-02,50.96,USD,paid,4,3.72,54.68,2024-02-01,2024-02-29,2024-02-01
INV-00169,332,SUB-0446,2024-02-01,2024-03-02,359.42,USD,paid,5,29.18,388.6,2024-02-01,2024-02-29,2024-02-01
INV-00170,403,SUB-0092,2024-02-01,2024-03-02,146.57,USD,paid,2,11.22,157.79,2024-02-01,2024-02-29,2024-02-01
INV-00171,172,SUB-0197,2024-02-01,2024-03-02,405.01,USD,paid,7,26.53,431.54,2024-02-01,2024-02-29,2024-02-01
INV-00172,236,SUB-0124,2024-02-01,2024-03-02,149.15,USD,void,4,4.63,153.78,2024-02-01,2024-02-29,2024-02-01
INV-00173,274,SUB-0057,2024-02-01,2024-03-02,949.96,USD,paid,4,20.59,970.55,2024-02-01,2024-02-29,2024-02-01
INV-00174,065,SUB-0074,2024-02-01,2024-03-02,48.86,USD,paid,5,2.83,51.69,2024-02-01,2024-02-29,2024-02-01
INV-00175,258,SUB-0549,2024-02-01,2024-03-02,435.22,USD,paid,3,41.05,476.27,2024-02-01,2024-02-29,2024-02-01
INV-00176,283,SUB-0706,2024-02-01,2024-03-02,420.82,USD,paid,7,35.37,456.19,2024-02-01,2024-02-29,2024-02-01
INV-00177,480,SUB-0195,2024-02-01,2024-03-02,0.0,USD,paid,1,0.0,0.0,2024-02-01,2024-02-29,2024-02-01
INV-00178,040,SUB-0217,2024-02-01,2024-03-02,428.78,USD,paid,5,10.44,439.22,2024-02-01,2024-02-29,2024-02-01
INV-00179,429,SUB-0610,2024-02-01,2024-03-02,154.94,USD,overdue,7,2.63,157.57,2024-02-01,2024-02-29,2024-02-01
INV-00180,492,SUB-0141,2024-02-01,2024-03-02,1000.44,USD,paid,2,17.93,1018.37,2024-02-01,2024-02-29,2024-02-01
INV-00181,474,SUB-0383,2024-02-01,2024-03-02,150.46,USD,paid,3,10.42,160.88,2024-02-01,2024-02-29,2024-02-01
INV-00182,486,SUB-0046,2024-02-01,2024-03-02,416.4,USD,paid,7,28.18,444.58,2024-02-01,2024-02-29,2024-02-01
INV-00183,217,SUB-0473,2024-02-01,2024-03-02,106.59,USD,paid,3,1.46,108.05,2024-02-01,2024-02-29,2024-02-01
INV-00184,120,SUB-0189,2024-02-01,2024-03-02,45.47,USD,pending,5,0.06,45.53,2024-02-01,2024-02-29,2024-02-01
INV-00185,499,SUB-0691,2024-02-01,2024-03-02,52.98,USD,disputed,5,4.2,57.18,2024-02-01,2024-02-29,2024-02-01
INV-00186,232,SUB-0231,2024-02-01,2024-03-02,990.59,USD,paid,2,95.36,1085.95,2024-02-01,2024-02-29,2024-02-01
INV-00187,048,SUB-0791,2024-02-01,2024-03-02,150.21,USD,paid,4,7.91,158.12,2024-02-01,2024-02-29,2024-02-01
INV-00188,264,SUB-0011,2024-02-01,2024-03-02,144.69,USD,paid,1,9.54,154.23,2024-02-01,2024-02-29,2024-02-01
INV-00189,158,SUB-0309,2024-02-01,2024-03-02,160.95,USD,paid,2,1.7,162.65,2024-02-01,2024-02-29,2024-02-01
INV-00190,421,SUB-0459,2024-02-01,2024-03-02,140.36,USD,paid,7,7.08,147.44,2024-02-01,2024-02-29,2024-02-01
INV-00191,078,SUB-0533,2024-02-01,2024-03-02,145.61,USD,paid,5,14.46,160.07,2024-02-01,2024-02-29,2024-02-01
INV-00192,333,SUB-0108,2024-02-01,2024-03-02,417.01,USD,void,3,18.34,435.35,2024-02-01,2024-02-29,2024-02-01
INV-00193,438,SUB-0396,2024-02-01,2024-03-02,49.56,USD,paid,2,2.82,52.38,2024-02-01,2024-02-29,2024-02-01
INV-00194,134,SUB-0292,2024-02-01,2024-03-02,360.4,USD,paid,4,22.78,383.18,2024-02-01,2024-02-29,2024-02-01
INV-00195,232,SUB-0612,2024-02-01,2024-03-02,148.8,USD,paid,5,0.53,149.33,2024-02-01,2024-02-29,2024-02-01
INV-00196,049,SUB-0087,2024-02-01,2024-03-02,134.81,USD,pending,3,4.45,139.26,2024-02-01,2024-02-29,2024-02-01
INV-00197,421,SUB-0459,2024-02-01,2024-03-02,140.36,USD,pending,6,3.89,144.25,2024-02-01,2024-02-29,2024-02-01
