customer_id,event_date,metric_name,quantity,unit
CUST-430,2024-02-19,storage_used_gb,240.94,GB
CUST-226,2024-02-19,active_users,1560.26,users
CUST-294,2024-02-21,active_users,155.15,users
CUST-144,2024-02-12,storage_used_gb,1450.05,GB
CUST-403,2024-02-28,workflow_executions,222.35,executions
CUST-279,2024-02-29,storage_used_gb,452.32,GB
CUST-225,2024-02-05,active_users,27.66,users
CUST-286,2024-02-17,active_users,244.54,users
CUST-136,2024-02-15,workflow_executions,689.36,executions
CUST-344,2024-02-20,active_users,1245.86,users
CUST-151,2024-02-25,active_users,778.23,users
CUST-363,2024-02-05,active_users,269.4,users
CUST-413,2024-02-10,workflow_executions,943.28,executions
CUST-497,2024-02-11,storage_used_gb,209.11,GB
CUST-450,2024-02-16,storage_used_gb,419.08,GB
CUST-081,2024-02-15,workflow_executions,557.43,executions
CUST-249,2024-02-02,api_requests,18220.65,requests
CUST-206,2024-02-10,active_users,441.65,users
CUST-209,2024-02-25,active_users,103.32,users
CUST-278,2024-02-10,storage_used_gb,145.79,GB
CUST-439,2024-02-04,api_requests,21878.12,requests
CUST-108,2024-02-02,active_users,44.3,users
CUST-453,2024-02-16,api_requests,27836.11,requests
CUST-069,2024-02-16,workflow_executions,1184.6,executions
CUST-469,2024-02-14,storage_used_gb,810.4,GB
CUST-023,2024-02-11,storage_used_gb,211.67,GB
CUST-336,2024-02-11,storage_used_gb,210.85,GB
CUST-083,2024-02-28,active_users,1558.84,users
CUST-441,2024-02-06,api_requests,7646.39,requests
CUST-422,2024-02-15,active_users,738.52,users
CUST-332,2024-02-21,storage_used_gb,973.8,GB
CUST-126,2024-02-13,storage_used_gb,1488.19,GB
CUST-430,2024-02-19,active_users,177.07,users
CUST-044,2024-02-02,active_users,52.52,users
CUST-052,2024-02-14,workflow_executions,868.57,executions
CUST-450,2024-02-14,workflow_executions,1223.94,executions
CUST-307,2024-02-24,api_requests,63091.44,requests
CUST-098,2024-02-26,workflow_executions,716.66,executions
CUST-484,2024-02-22,storage_used_gb,195.38,GB
CUST-224,2024-02-01,active_users,53.99,users
CUST-416,2024-02-09,workflow_executions,759.11,executions
CUST-231,2024-02-04,workflow_executions,148.07,executions
CUST-041,2024-02-18,api_requests,39218.91,requests
CUST-368,2024-02-10,workflow_executions,1224.43,executions
CUST-058,2024-02-15,active_users,62.43,users
CUST-290,2024-02-27,workflow_executions,32.21,executions
CUST-430,2024-02-19,workflow_executions,19.52,executions
CUST-218,2024-02-05,api_requests,33299.83,requests
CUST-415,2024-02-20,workflow_executions,365.81,executions
CUST-455,2024-02-29,active_users,844.76,users
CUST-453,2024-02-12,api_requests,39338.27,requests
CUST-078,2024-02-22,active_users,99.46,users
CUST-010,2024-02-19,storage_used_gb,8.68,GB
CUST-252,2024-02-08,api_requests,44212.74,requests
CUST-172,2024-02-03,workflow_executions,4270.21,executions
CUST-398,2024-02-01,active_users,176.21,users
CUST-416,2024-02-08,api_requests,11929.51,requests
CUST-132,2024-02-06,storage_used_gb,958.14,GB
CUST-100,2024-02-14,active_users,91.8,users
CUST-320,2024-02-18,storage_used_gb,130.77,GB
CUST-293,2024-02-03,storage_used_gb,698.54,GB
CUST-101,2024-02-09,storage_used_gb,239.37,GB
CUST-349,2024-02-12,active_users,22.71,users
CUST-290,2024-02-15,workflow_executions,330.8,executions
CUST-288,2024-02-29,api_requests,32648.44,requests
CUST-409,2024-02-23,storage_used_gb,87.21,GB
CUST-274,2024-02-23,workflow_executions,365.51,executions
CUST-332,2024-02-25,storage_used_gb,48.93,GB
CUST-205,2024-02-26,storage_used_gb,2.08,GB
CUST-389,2024-02-29,workflow_executions,855.79,executions
CUST-045,2024-02-20,workflow_executions,1977.44,executions
CUST-208,2024-02-08,api_requests,8877.51,requests
CUST-277,2024-02-18,api_requests,8678.28,requests
CUST-076,2024-02-10,workflow_executions,286.02,executions
CUST-023,2024-02-16,storage_used_gb,244.14,GB
CUST-118,2024-02-22,api_requests,17265.54,requests
CUST-043,2024-02-16,active_users,293.34,users
CUST-047,2024-02-23,active_users,391.02,users
CUST-447,2024-02-22,workflow_executions,469.03,executions
CUST-415,2024-02-14,active_users,34.01,users
CUST-283,2024-02-23,active_users,190.75,users
CUST-049,2024-02-02,workflow_executions,857.12,executions
CUST-328,2024-02-16,storage_used_gb,62.74,GB
CUST-331,2024-02-28,api_requests,14708.52,requests
CUST-274,2024-02-17,api_requests,995.54,requests
CUST-416,2024-02-16,api_requests,44657.56,requests
CUST-027,2024-02-08,active_users,60.28,users
CUST-238,2024-02-04,api_requests,178808.0,requests
CUST-498,2024-02-13,api_requests,7753.5,requests
CUST-427,2024-02-27,active_users,147.71,users
CUST-462,2024-02-01,storage_used_gb,218.19,GB
CUST-336,2024-02-18,active_users,59.63,users
CUST-453,2024-02-20,active_users,278.17,users
CUST-206,2024-02-15,storage_used_gb,351.05,GB
CUST-242,2024-02-29,active_users,339.96,users
CUST-318,2024-02-10,storage_used_gb,283.59,GB
CUST-414,2024-02-18,api_requests,8703.53,requests
CUST-187,2024-02-25,api_requests,2728.18,requests
CUST-426,2024-02-04,workflow_executions,107.93,executions
CUST-136,2024-02-19,active_users,51.34,users
CUST-445,2024-02-29,active_users,1403.24,users
CUST-155,2024-02-08,workflow_executions,445.39,executions
CUST-459,2024-02-08,workflow_executions,1046.33,executions
CUST-500,2024-02-29,api_requests,53603.42,requests
CUST-230,2024-02-09,active_users,317.51,users
CUST-277,2024-02-29,workflow_executions,24.98,executions
CUST-273,2024-02-06,storage_used_gb,143.4,GB
CUST-074,2024-02-24,active_users,822.05,users
CUST-304,2024-02-15,api_requests,41328.14,requests
CUST-122,2024-02-18,active_users,324.85,users
CUST-258,2024-02-03,workflow_executions,781.28,executions
CUST-070,2024-02-27,active_users,782.05,users
CUST-190,2024-02-16,api_requests,54479.22,requests
CUST-460,2024-02-21,active_users,271.0,users
CUST-341,2024-02-06,workflow_executions,203.79,executions
CUST-255,2024-02-06,active_users,50.97,users
CUST-417,2024-02-22,api_requests,48359.23,requests
CUST-077,2024-02-08,workflow_executions,355.94,executions
CUST-388,2024-02-09,storage_used_gb,718.24,GB
CUST-252,2024-02-14,active_users,486.23,users
CUST-044,2024-02-21,active_users,64.49,users
CUST-268,2024-02-09,api_requests,60077.01,requests
CUST-495,2024-02-22,workflow_executions,813.92,executions
CUST-370,2024-02-11,workflow_executions,236.8,executions
CUST-329,2024-02-04,storage_used_gb,35.77,GB
CUST-197,2024-02-25,active_users,203.35,users
CUST-209,2024-02-24,storage_used_gb,474.6,GB
CUST-206,2024-02-14,storage_used_gb,98.65,GB
CUST-222,2024-02-06,api_requests,94982.91,requests
CUST-438,2024-02-22,workflow_executions,105.19,executions
CUST-003,2024-02-19,workflow_executions,455.21,executions
CUST-149,2024-02-03,storage_used_gb,15.82,GB
CUST-040,2024-02-03,storage_used_gb,701.66,GB
CUST-118,2024-02-28,active_users,231.09,users
CUST-277,2024-02-02,api_requests,17627.41,requests
CUST-241,2024-02-28,workflow_executions,1666.85,executions
CUST-458,2024-02-19,workflow_executions,1514.08,executions
CUST-335,2024-02-07,storage_used_gb,109.6,GB
CUST-485,2024-02-12,workflow_executions,72.66,executions
CUST-372,2024-02-06,workflow_executions,2398.37,executions
CUST-365,2024-02-07,storage_used_gb,207.38,GB
CUST-477,2024-02-10,storage_used_gb,211.66,GB
CUST-359,2024-02-23,api_requests,44154.21,requests
CUST-262,2024-02-28,workflow_executions,299.7,executions
CUST-241,2024-02-28,workflow_executions,1754.22,executions
CUST-398,2024-02-07,storage_used_gb,98.75,GB
CUST-048,2024-02-17,storage_used_gb,365.65,GB
CUST-404,2024-02-15,api_requests,6586.24,requests
CUST-083,2024-02-07,active_users,184.76,users
CUST-453,2024-02-20,storage_used_gb,496.15,GB
CUST-192,2024-02-28,api_requests,6240.25,requests
CUST-061,2024-02-02,workflow_executions,6041.61,executions
CUST-496,2024-02-10,active_users,195.84,users
CUST-403,2024-02-03,active_users,57.75,users
CUST-252,2024-02-10,storage_used_gb,244.73,GB
CUST-293,2024-02-08,active_users,939.98,users
CUST-383,2024-02-22,workflow_executions,20.97,executions
CUST-318,2024-02-03,storage_used_gb,510.78,GB
CUST-167,2024-02-04,api_requests,-19378.79,requests
CUST-252,2024-02-29,active_users,361.79,users
CUST-005,2024-02-16,active_users,229.0,users
CUST-460,2024-02-29,workflow_executions,1009.09,executions
CUST-373,2024-02-08,workflow_executions,301.12,executions
CUST-112,2024-02-08,workflow_executions,234.8,executions
CUST-190,2024-02-15,storage_used_gb,600.52,GB
CUST-262,2024-02-07,active_users,117.87,users
CUST-242,2024-02-25,api_requests,24596.26,requests
CUST-370,2024-02-03,api_requests,105.57,requests
CUST-162,2024-02-05,active_users,1541.53,users
CUST-234,2024-02-08,workflow_executions,3302.16,executions
CUST-115,2024-02-28,active_users,81.52,users
CUST-217,2024-02-16,workflow_executions,1689.72,executions
CUST-139,2024-02-11,active_users,85.88,users
CUST-364,2024-02-15,active_users,115.26,users
CUST-249,2024-02-23,workflow_executions,592.15,executions
CUST-150,2024-02-13,api_requests,4667.48,requests
CUST-202,2024-02-18,storage_used_gb,29.46,GB
CUST-480,2024-02-15,workflow_executions,3894.79,executions
CUST-492,2024-02-05,storage_used_gb,1706.66,GB
CUST-052,2024-02-05,active_users,177.52,users
CUST-466,2024-02-27,storage_used_gb,65.8,GB
CUST-316,2024-02-02,workflow_executions,1964.4,executions
CUST-493,2024-02-28,workflow_executions,5451.77,executions
CUST-497,2024-02-21,active_users,79.63,users
CUST-337,2024-02-05,active_users,177.92,users
CUST-303,2024-02-22,active_users,375.26,users
CUST-284,2024-02-11,active_users,609.42,users
CUST-212,2024-02-19,active_users,157.69,users
CUST-474,2024-02-20,api_requests,10568.86,requests
CUST-337,2024-02-20,api_requests,48998.69,requests
CUST-114,2024-02-01,active_users,126.12,users
CUST-343,2024-02-15,api_requests,9357.84,requests
CUST-477,2024-02-17,workflow_executions,7745.88,executions
CUST-025,2024-02-11,active_users,763.9,users
CUST-232,2024-02-09,storage_used_gb,29.25,GB
CUST-245,2024-02-07,active_users,460.24,users
CUST-294,2024-02-08,storage_used_gb,425.47,GB
CUST-105,2024-02-19,storage_used_gb,1025.15,GB
CUST-402,2024-02-21,active_users,279.08,users
CUST-145,2024-02-05,workflow_executions,3316.8,executions
CUST-363,2024-02-21,api_requests,76411.5,requests
CUST-453,2024-02-19,api_requests,45876.87,requests
CUST-119,2024-02-15,workflow_executions,1522.32,executions
CUST-197,2024-02-26,active_users,155.47,users
CUST-046,2024-02-13,api_requests,20615.63,requests
CUST-284,2024-02-27,api_requests,30345.17,requests
CUST-319,2024-02-23,active_users,232.72,users
CUST-452,2024-02-03,storage_used_gb,366.71,GB
CUST-247,2024-02-18,api_requests,4096.78,requests
CUST-050,2024-02-14,workflow_executions,44.27,executions
CUST-317,2024-02-24,active_users,223.95,users
CUST-348,2024-02-23,workflow_executions,4241.53,executions
CUST-319,2024-02-20,workflow_executions,610.18,executions
CUST-388,2024-02-23,api_requests,20423.09,requests
CUST-105,2024-02-18,workflow_executions,2057.94,executions
CUST-459,2024-02-25,active_users,353.77,users
CUST-095,2024-02-01,api_requests,12654.78,requests
CUST-159,2024-02-15,storage_used_gb,202.85,GB
CUST-397,2024-02-04,active_users,145.33,users
CUST-388,2024-02-23,workflow_executions,2266.23,executions
CUST-280,2024-02-13,storage_used_gb,93.61,GB
CUST-155,2024-02-14,workflow_executions,985.95,executions
CUST-061,2024-02-14,active_users,1531.33,users
CUST-450,2024-02-26,workflow_executions,472.49,executions
CUST-114,2024-02-16,active_users,391.88,users
CUST-366,2024-02-12,api_requests,42355.53,requests
CUST-065,2024-02-12,storage_used_gb,74.5,GB
CUST-040,2024-02-12,api_requests,35893.51,requests
CUST-325,2024-02-18,storage_used_gb,164.78,GB
CUST-225,2024-02-20,active_users,1230.19,users
CUST-422,2024-02-20,storage_used_gb,387.74,GB
CUST-252,2024-02-04,active_users,249.47,users
CUST-067,2024-02-17,api_requests,27672.65,requests
CUST-339,2024-02-10,active_users,596.72,users
CUST-325,2024-02-07,storage_used_gb,241.88,GB
CUST-139,2024-02-25,active_users,14.05,users
CUST-428,2024-02-21,api_requests,31775.56,requests
CUST-373,2024-02-14,active_users,229.98,users
CUST-391,2024-02-09,workflow_executions,3205.74,executions
CUST-258,2024-02-10,active_users,85.43,users
CUST-385,2024-02-13,workflow_executions,73.29,executions
CUST-445,2024-02-14,workflow_executions,7390.45,executions
CUST-235,2024-02-15,workflow_executions,903.28,executions
CUST-142,2024-02-13,active_users,195.08,users
CUST-037,2024-02-18,api_requests,36047.33,requests
CUST-257,2024-02-09,workflow_executions,267.21,executions
CUST-373,2024-02-03,active_users,1.01,users
CUST-124,2024-02-09,active_users,20.35,users
CUST-412,2024-02-10,active_users,557.2,users
CUST-293,2024-02-14,api_requests,44717.0,requests
CUST-390,2024-02-24,api_requests,12386.92,requests
CUST-218,2024-02-08,storage_used_gb,67.47,GB
CUST-497,2024-02-11,storage_used_gb,213.84,GB
CUST-091,2024-02-29,active_users,14.82,users
CUST-061,2024-02-19,active_users,1986.89,users
CUST-482,2024-02-19,storage_used_gb,79.57,GB
CUST-046,2024-02-15,api_requests,43736.71,requests
CUST-422,2024-02-01,api_requests,13579.13,requests
CUST-264,2024-02-14,active_users,12.73,users
CUST-391,2024-02-07,storage_used_gb,966.02,GB
CUST-241,2024-02-28,storage_used_gb,100.17,GB
CUST-060,2024-02-24,workflow_executions,112.91,executions
CUST-073,2024-02-23,storage_used_gb,66.81,GB
CUST-429,2024-02-10,workflow_executions,1489.98,executions
CUST-345,2024-02-23,active_users,93.19,users
CUST-395,2024-02-14,active_users,1053.51,users
CUST-071,2024-02-13,workflow_executions,953.8,executions
CUST-208,2024-02-15,workflow_executions,1132.44,executions
CUST-168,2024-02-04,workflow_executions,358.7,executions
CUST-485,2024-02-04,api_requests,4946.59,requests
CUST-054,2024-02-22,storage_used_gb,982.24,GB
CUST-192,2024-02-11,storage_used_gb,86.77,GB
CUST-070,2024-02-14,workflow_executions,432.39,executions
CUST-291,2024-02-16,active_users,471.08,users
CUST-366,2024-02-17,storage_used_gb,290.45,GB
CUST-022,2024-02-06,api_requests,23160.81,requests
CUST-295,2024-02-04,workflow_executions,2942.47,executions
CUST-429,2024-02-22,api_requests,35599.22,requests
CUST-072,2024-02-21,active_users,510.96,users
CUST-182,2024-02-13,api_requests,15417.87,requests
CUST-492,2024-02-27,active_users,1033.68,users
CUST-047,2024-02-10,workflow_executions,2717.47,executions
CUST-308,2024-02-18,api_requests,15823.02,requests
CUST-297,2024-02-19,workflow_executions,1704.46,executions
CUST-222,2024-02-28,api_requests,77863.02,requests
CUST-088,2024-02-02,workflow_executions,1752.71,executions
CUST-225,2024-02-04,api_requests,194525.03,requests
CUST-287,2024-02-08,workflow_executions,610.44,executions
CUST-044,2024-02-22,active_users,19.68,users
CUST-475,2024-02-07,active_users,164.16,users
CUST-475,2024-02-25,api_requests,85236.45,requests
CUST-492,2024-02-23,workflow_executions,5919.95,executions
CUST-304,2024-02-07,workflow_executions,287.79,executions
CUST-428,2024-02-21,active_users,398.87,users
CUST-464,2024-02-19,storage_used_gb,116.48,GB
CUST-267,2024-02-18,storage_used_gb,431.14,GB
CUST-380,2024-02-11,api_requests,27429.01,requests
CUST-423,2024-02-21,workflow_executions,3803.5,executions
CUST-101,2024-02-09,api_requests,22608.75,requests
CUST-476,2024-02-22,storage_used_gb,610.8,GB
CUST-420,2024-02-16,api_requests,19794.42,requests
CUST-144,2024-02-21,workflow_executions,3075.75,executions
CUST-013,2024-02-24,storage_used_gb,429.97,GB
CUST-484,2024-02-29,workflow_executions,624.05,executions
CUST-363,2024-02-02,workflow_executions,2021.97,executions
CUST-041,2024-02-27,api_requests,1037.22,requests
CUST-426,2024-02-24,active_users,117.83,users
CUST-062,2024-02-26,workflow_executions,397.41,executions
CUST-288,2024-02-09,storage_used_gb,57.87,GB
CUST-060,2024-02-21,storage_used_gb,73.16,GB
CUST-060,2024-02-25,storage_used_gb,127.21,GB
CUST-074,2024-02-05,api_requests,80628.61,requests
CUST-441,2024-02-27,api_requests,7364.18,requests
CUST-387,2024-02-27,api_requests,38509.8,requests
CUST-331,2024-02-21,api_requests,56519.04,requests
CUST-040,2024-02-19,active_users,503.31,users
CUST-127,2024-02-16,active_users,98.57,users
CUST-278,2024-02-08,api_requests,6792.81,requests
CUST-331,2024-02-23,storage_used_gb,990.66,GB
CUST-429,2024-02-29,workflow_executions,1047.43,executions
CUST-048,2024-02-10,storage_used_gb,196.92,GB
CUST-404,2024-02-10,api_requests,24193.09,requests
CUST-297,2024-02-13,storage_used_gb,709.82,GB
CUST-486,2024-02-27,workflow_executions,1939.37,executions
CUST-345,2024-02-01,api_requests,20471.2,requests
CUST-425,2024-02-25,active_users,201.01,users
CUST-261,2024-02-10,api_requests,6525.13,requests
CUST-124,2024-02-22,storage_used_gb,94.42,GB
CUST-046,2024-02-23,active_users,332.73,users
CUST-018,2024-02-04,active_users,17.77,users
CUST-423,2024-02-14,active_users,189.89,users
CUST-399,2024-02-11,api_requests,49387.33,requests
CUST-380,2024-02-26,active_users,449.7,users
CUST-497,2024-02-13,active_users,158.34,users
CUST-058,2024-02-27,storage_used_gb,77.04,GB
CUST-091,2024-02-28,storage_used_gb,151.79,GB
CUST-458,2024-02-13,api_requests,15756.32,requests
CUST-342,2024-02-14,workflow_executions,1400.69,executions
CUST-288,2024-02-22,api_requests,64488.11,requests
CUST-118,2024-02-07,active_users,84.31,users
CUST-010,2024-02-16,api_requests,4612.14,requests
CUST-220,2024-02-10,api_requests,11418.6,requests
CUST-258,2024-02-03,storage_used_gb,146.73,GB
CUST-308,2024-02-07,workflow_executions,1052.68,executions
CUST-280,2024-02-10,active_users,129.67,users
CUST-114,2024-02-25,workflow_executions,658.18,executions
CUST-425,2024-02-06,storage_used_gb,97.19,GB
CUST-119,2024-02-21,workflow_executions,1540.7,executions
CUST-163,2024-02-08,storage_used_gb,40.11,GB
CUST-188,2024-02-21,active_users,222.87,users
CUST-220,2024-02-08,api_requests,40001.36,requests
CUST-149,2024-02-06,storage_used_gb,235.87,GB
CUST-434,2024-02-23,storage_used_gb,405.68,GB
CUST-166,2024-02-17,workflow_executions,519.89,executions
CUST-445,2024-02-21,active_users,957.99,users
CUST-322,2024-02-03,active_users,212.15,users
CUST-033,2024-02-02,active_users,176.57,users
CUST-298,2024-02-22,active_users,433.76,users
CUST-235,2024-02-15,active_users,141.17,users
CUST-151,2024-02-25,api_requests,85114.37,requests
CUST-426,2024-02-02,storage_used_gb,132.89,GB
CUST-237,2024-02-11,active_users,262.34,users
CUST-380,2024-02-26,api_requests,36409.13,requests
CUST-091,2024-02-23,storage_used_gb,180.43,GB
CUST-098,2024-02-28,workflow_executions,102.37,executions
CUST-388,2024-02-15,workflow_executions,1356.07,executions
CUST-072,2024-02-17,active_users,59.92,users
CUST-255,2024-02-17,workflow_executions,259.08,executions
CUST-394,2024-02-06,active_users,378.26,users
CUST-231,2024-02-07,active_users,231.37,users
CUST-417,2024-02-15,storage_used_gb,127.52,GB
CUST-098,2024-02-21,workflow_executions,690.95,executions
CUST-131,2024-02-04,active_users,412.09,users
CUST-499,2024-02-21,workflow_executions,461.87,executions
CUST-360,2024-02-28,workflow_executions,186.26,executions
CUST-307,2024-02-29,active_users,475.16,users
CUST-239,2024-02-06,active_users,768.22,users
CUST-408,2024-02-04,active_users,639.55,users
CUST-161,2024-02-15,workflow_executions,3659.0,executions
CUST-072,2024-02-18,api_requests,5604.12,requests
CUST-101,2024-02-17,workflow_executions,452.96,executions
CUST-081,2024-02-11,api_requests,26166.22,requests
CUST-004,2024-02-21,storage_used_gb,33.0,GB
CUST-359,2024-02-04,workflow_executions,220.5,executions
CUST-325,2024-02-21,api_requests,17180.65,requests
CUST-316,2024-02-08,api_requests,9309.81,requests
CUST-365,2024-02-29,api_requests,98021.47,requests
CUST-296,2024-02-16,storage_used_gb,154.98,GB
CUST-027,2024-02-10,workflow_executions,263.56,executions
CUST-481,2024-02-17,storage_used_gb,117.12,GB
CUST-141,2024-02-08,active_users,856.17,users
CUST-012,2024-02-21,workflow_executions,656.52,executions
CUST-102,2024-02-19,storage_used_gb,190.49,GB
CUST-066,2024-02-09,api_requests,14496.38,requests
CUST-402,2024-02-19,active_users,42.13,users
CUST-079,2024-02-20,workflow_executions,165.7,executions
CUST-433,2024-02-14,storage_used_gb,140.05,GB
CUST-069,2024-02-13,workflow_executions,751.23,executions
CUST-064,2024-02-07,storage_used_gb,173.36,GB
CUST-322,2024-02-18,active_users,97.44,users
CUST-359,2024-02-11,workflow_executions,1817.63,executions
CUST-234,2024-02-15,api_requests,60015.18,requests
CUST-482,2024-02-07,storage_used_gb,26.55,GB
CUST-290,2024-02-26,workflow_executions,110.54,executions
CUST-240,2024-02-23,storage_used_gb,167.44,GB
CUST-234,2024-02-16,workflow_executions,4812.93,executions
CUST-438,2024-02-24,workflow_executions,724.0,executions
CUST-206,2024-02-11,active_users,9.6,users
CUST-279,2024-02-29,active_users,308.08,users
CUST-328,2024-02-24,api_requests,2539.51,requests
CUST-205,2024-02-07,workflow_executions,4181.2,executions
CUST-253,2024-02-21,api_requests,19527.66,requests
CUST-230,2024-02-26,workflow_executions,1127.49,executions
CUST-469,2024-02-19,workflow_executions,7718.88,executions
CUST-348,2024-02-03,active_users,1100.0,users
CUST-361,2024-02-29,storage_used_gb,63.11,GB
CUST-316,2024-02-13,workflow_executions,507.06,executions
CUST-463,2024-02-24,workflow_executions,1037.77,executions
CUST-192,2024-02-07,active_users,36.67,users
CUST-387,2024-02-02,workflow_executions,1016.5,executions
CUST-115,2024-02-10,active_users,17.43,users
CUST-013,2024-02-11,active_users,400.07,users
CUST-422,2024-02-08,active_users,848.67,users
CUST-187,2024-02-04,storage_used_gb,286.22,GB
CUST-179,2024-02-21,api_requests,8765.32,requests
CUST-319,2024-02-12,workflow_executions,359.74,executions
CUST-044,2024-02-06,active_users,26.95,users
CUST-034,2024-02-26,active_users,874.69,users
CUST-286,2024-02-18,api_requests,23410.24,requests
CUST-188,2024-02-04,active_users,204.77,users
CUST-007,2024-02-04,active_users,228.96,users
CUST-419,2024-02-05,active_users,233.22,users
CUST-404,2024-02-20,storage_used_gb,161.86,GB
CUST-496,2024-02-08,api_requests,16702.29,requests
CUST-222,2024-02-27,storage_used_gb,72.63,GB
